Number of words,75205
Number of unique words,2311
Average word frequency,32.542190
Entropy,6.149864

Word,Frequency,Proportion,Entropy Term
opposite,4,0.000053,0.000523
outdoors,6,0.000080,0.000753
dusty,3,0.000040,0.000404
shaped,5,0.000066,0.000639
upper,21,0.000279,0.002285
strange,8,0.000106,0.000973
carried,3,0.000040,0.000404
attached,6,0.000080,0.000753
nikebr,6,0.000080,0.000753
label,4,0.000053,0.000523
flight,7,0.000093,0.000864
unit,3,0.000040,0.000404
protection,5,0.000066,0.000639
finish,10,0.000133,0.001187
sz,3,0.000040,0.000404
switched,5,0.000066,0.000639
foamposite,3,0.000040,0.000404
omg,3,0.000040,0.000404
flyknit,20,0.000266,0.002189
sprinting,4,0.000053,0.000523
stretchy,6,0.000080,0.000753
afraid,4,0.000053,0.000523
loosened,6,0.000080,0.000753
cardio,7,0.000093,0.000864
requires,4,0.000053,0.000523
elliptical,3,0.000040,0.000404
bike,4,0.000053,0.000523
email,3,0.000040,0.000404
upbr,4,0.000053,0.000523
impressed,12,0.000160,0.001395
breaks,8,0.000106,0.000973
pockets,3,0.000040,0.000404
nonetheless,4,0.000053,0.000523
youve,3,0.000040,0.000404
warned,6,0.000080,0.000753
vendor,8,0.000106,0.000973
alright,10,0.000133,0.001187
dance,3,0.000040,0.000404
ðŸŒ,4,0.000053,0.000523
shopping,10,0.000133,0.001187
receive,17,0.000226,0.001898
trim,3,0.000040,0.000404
hidden,3,0.000040,0.000404
lightbr,3,0.000040,0.000404
reasonably,3,0.000040,0.000404
barefoot,10,0.000133,0.001187
basically,12,0.000160,0.001395
verry,3,0.000040,0.000404
possible,14,0.000186,0.001599
stylin,3,0.000040,0.000404
rolled,3,0.000040,0.000404
roll,6,0.000080,0.000753
edge,6,0.000080,0.000753
asleep,4,0.000053,0.000523
everybody,7,0.000093,0.000864
continuous,4,0.000053,0.000523
happen,11,0.000146,0.001292
lounging,3,0.000040,0.000404
replacing,7,0.000093,0.000864
separate,3,0.000040,0.000404
annoying,12,0.000160,0.001395
perfectlybr,3,0.000040,0.000404
rate,9,0.000120,0.001081
avoid,8,0.000106,0.000973
shin,7,0.000093,0.000864
class,8,0.000106,0.000973
intended,7,0.000093,0.000864
sooooo,3,0.000040,0.000404
exceptional,3,0.000040,0.000404
moves,6,0.000080,0.000753
winner,3,0.000040,0.000404
zumba,4,0.000053,0.000523
classes,3,0.000040,0.000404
mebr,4,0.000053,0.000523
tip,5,0.000066,0.000639
whatsoever,3,0.000040,0.000404
bank,4,0.000053,0.000523
shouldve,6,0.000080,0.000753
flyknits,4,0.000053,0.000523
adjusted,4,0.000053,0.000523
unless,12,0.000160,0.001395
injured,4,0.000053,0.000523
compliment,4,0.000053,0.000523
figure,5,0.000066,0.000639
brighter,4,0.000053,0.000523
event,4,0.000053,0.000523
beautifully,3,0.000040,0.000404
reality,4,0.000053,0.000523
lose,5,0.000066,0.000639
soo,3,0.000040,0.000404
aside,3,0.000040,0.000404
sense,3,0.000040,0.000404
orthotics,6,0.000080,0.000753
loosening,3,0.000040,0.000404
entirely,4,0.000053,0.000523
ridiculous,6,0.000080,0.000753
ventilated,4,0.000053,0.000523
carpet,3,0.000040,0.000404
schools,3,0.000040,0.000404
gliding,3,0.000040,0.000404
shoesthey,4,0.000053,0.000523
flatfooted,3,0.000040,0.000404
idea,14,0.000186,0.001599
originally,10,0.000133,0.001187
spectacular,4,0.000053,0.000523
check,11,0.000146,0.001292
greater,5,0.000066,0.000639
edition,4,0.000053,0.000523
fewer,3,0.000040,0.000404
types,4,0.000053,0.000523
decision,5,0.000066,0.000639
considering,17,0.000226,0.001898
despite,8,0.000106,0.000973
advice,14,0.000186,0.001599
usps,3,0.000040,0.000404
communication,3,0.000040,0.000404
waste,14,0.000186,0.001599
crap,4,0.000053,0.000523
seriously,4,0.000053,0.000523
chart,8,0.000106,0.000973
frequently,5,0.000066,0.000639
trust,5,0.000066,0.000639
flimsy,4,0.000053,0.000523
fond,4,0.000053,0.000523
combo,10,0.000133,0.001187
directly,3,0.000040,0.000404
teenage,5,0.000066,0.000639
movement,7,0.000093,0.000864
rarely,4,0.000053,0.000523
tall,4,0.000053,0.000523
pressed,3,0.000040,0.000404
ahead,7,0.000093,0.000864
minimal,3,0.000040,0.000404
deadlifts,3,0.000040,0.000404
view,3,0.000040,0.000404
bend,8,0.000106,0.000973
moving,4,0.000053,0.000523
grandma,5,0.000066,0.000639
known,8,0.000106,0.000973
youll,10,0.000133,0.001187
produced,3,0.000040,0.000404
understand,5,0.000066,0.000639
variety,3,0.000040,0.000404
term,3,0.000040,0.000404
compare,5,0.000066,0.000639
measured,3,0.000040,0.000404
lives,6,0.000080,0.000753
common,8,0.000106,0.000973
youbr,3,0.000040,0.000404
floor,11,0.000146,0.001292
travel,4,0.000053,0.000523
knows,4,0.000053,0.000523
selection,3,0.000040,0.000404
hated,4,0.000053,0.000523
alittle,4,0.000053,0.000523
supports,8,0.000106,0.000973
bed,6,0.000080,0.000753
styling,7,0.000093,0.000864
bare,3,0.000040,0.000404
stick,4,0.000053,0.000523
tr,4,0.000053,0.000523
loud,5,0.000066,0.000639
aspect,4,0.000053,0.000523
low,25,0.000332,0.002662
tighten,9,0.000120,0.001081
hip,3,0.000040,0.000404
canvas,5,0.000066,0.000639
awkward,5,0.000066,0.000639
photos,5,0.000066,0.000639
continued,3,0.000040,0.000404
longboarding,3,0.000040,0.000404
peeling,3,0.000040,0.000404
section,5,0.000066,0.000639
platforms,4,0.000053,0.000523
google,3,0.000040,0.000404
tape,3,0.000040,0.000404
trick,6,0.000080,0.000753
underneath,6,0.000080,0.000753
ripping,3,0.000040,0.000404
superb,4,0.000053,0.000523
pass,4,0.000053,0.000523
april,4,0.000053,0.000523
hug,3,0.000040,0.000404
fancy,3,0.000040,0.000404
attire,4,0.000053,0.000523
vary,3,0.000040,0.000404
causes,3,0.000040,0.000404
comfortbr,3,0.000040,0.000404
listed,6,0.000080,0.000753
factory,4,0.000053,0.000523
itll,3,0.000040,0.000404
couldve,3,0.000040,0.000404
spare,4,0.000053,0.000523
comfortablei,3,0.000040,0.000404
squats,4,0.000053,0.000523
expectation,4,0.000053,0.000523
caught,3,0.000040,0.000404
stayed,6,0.000080,0.000753
hrs,4,0.000053,0.000523
performed,3,0.000040,0.000404
lunarglide,7,0.000093,0.000864
cuts,7,0.000093,0.000864
provided,8,0.000106,0.000973
timing,5,0.000066,0.000639
walls,3,0.000040,0.000404
game,28,0.000372,0.002940
reinforced,3,0.000040,0.000404
direction,4,0.000053,0.000523
land,3,0.000040,0.000404
recommendation,5,0.000066,0.000639
instep,6,0.000080,0.000753
cheapest,3,0.000040,0.000404
measure,3,0.000040,0.000404
tounge,5,0.000066,0.000639
partially,3,0.000040,0.000404
backs,5,0.000066,0.000639
risk,3,0.000040,0.000404
serve,3,0.000040,0.000404
covered,4,0.000053,0.000523
couch,3,0.000040,0.000404
weights,8,0.000106,0.000973
grass,23,0.000306,0.002475
loop,3,0.000040,0.000404
useless,3,0.000040,0.000404
luckily,9,0.000120,0.001081
worry,7,0.000093,0.000864
required,7,0.000093,0.000864
ya,4,0.000053,0.000523
sweet,10,0.000133,0.001187
pleasantly,5,0.000066,0.000639
liking,3,0.000040,0.000404
specially,3,0.000040,0.000404
purple,11,0.000146,0.001292
firmly,3,0.000040,0.000404
jogging,7,0.000093,0.000864
alternative,3,0.000040,0.000404
agile,3,0.000040,0.000404
reminded,4,0.000053,0.000523
moderate,3,0.000040,0.000404
regularly,4,0.000053,0.000523
deployed,3,0.000040,0.000404
buyer,3,0.000040,0.000404
reviewed,3,0.000040,0.000404
eu,3,0.000040,0.000404
lebron,16,0.000213,0.001799
grade,5,0.000066,0.000639
golfing,15,0.000199,0.001699
swish,3,0.000040,0.000404
vs,6,0.000080,0.000753
junior,4,0.000053,0.000523
spikes,26,0.000346,0.002755
versatile,7,0.000093,0.000864
steal,6,0.000080,0.000753
damp,3,0.000040,0.000404
greens,5,0.000066,0.000639
neck,3,0.000040,0.000404
airy,4,0.000053,0.000523
waterproof,18,0.000239,0.001996
golfed,7,0.000093,0.000864
pleasant,3,0.000040,0.000404
terms,4,0.000053,0.000523
team,9,0.000120,0.001081
dew,5,0.000066,0.000639
unglued,3,0.000040,0.000404
test,6,0.000080,0.000753
pro,5,0.000066,0.000639
player,11,0.000146,0.001292
golfer,8,0.000106,0.000973
wipe,7,0.000093,0.000864
reviewers,6,0.000080,0.000753
manufacturer,3,0.000040,0.000404
spikeless,15,0.000199,0.001699
sneaks,5,0.000066,0.000639
scuffs,3,0.000040,0.000404
warm,7,0.000093,0.000864
footjoy,3,0.000040,0.000404
stained,3,0.000040,0.000404
shouldnt,6,0.000080,0.000753
swing,13,0.000173,0.001497
rear,4,0.000053,0.000523
workmanship,3,0.000040,0.000404
fiance,6,0.000080,0.000753
riding,3,0.000040,0.000404
cart,8,0.000106,0.000973
helpful,4,0.000053,0.000523
custom,9,0.000120,0.001081
vents,4,0.000053,0.000523
surprising,4,0.000053,0.000523
noise,10,0.000133,0.001187
husbands,7,0.000093,0.000864
forget,3,0.000040,0.000404
won,3,0.000040,0.000404
practical,3,0.000040,0.000404
main,8,0.000106,0.000973
hear,3,0.000040,0.000404
cooler,7,0.000093,0.000864
earth,3,0.000040,0.000404
tee,4,0.000053,0.000523
footing,4,0.000053,0.000523
ultra,4,0.000053,0.000523
sticks,5,0.000066,0.000639
pulled,4,0.000053,0.000523
suitable,4,0.000053,0.000523
fourth,4,0.000053,0.000523
hyperdunks,6,0.000080,0.000753
ee,4,0.000053,0.000523
pros,3,0.000040,0.000404
requiring,3,0.000040,0.000404
placed,4,0.000053,0.000523
focused,3,0.000040,0.000404
tw,10,0.000133,0.001187
constructed,5,0.000066,0.000639
unbeatable,3,0.000040,0.000404
chafing,3,0.000040,0.000404
bedroom,3,0.000040,0.000404
speak,3,0.000040,0.000404
breakin,6,0.000080,0.000753
comparable,4,0.000053,0.000523
spected,3,0.000040,0.000404
sand,6,0.000080,0.000753
exclusively,3,0.000040,0.000404
tour,4,0.000053,0.000523
brown,5,0.000066,0.000639
joke,3,0.000040,0.000404
lunarlon,3,0.000040,0.000404
touching,6,0.000080,0.000753
widths,3,0.000040,0.000404
stood,4,0.000053,0.000523
scheduled,3,0.000040,0.000404
inexpensive,4,0.000053,0.000523
crowd,3,0.000040,0.000404
players,3,0.000040,0.000404
skateboarding,3,0.000040,0.000404
cleaner,6,0.000080,0.000753
events,3,0.000040,0.000404
improve,4,0.000053,0.000523
promised,8,0.000106,0.000973
yrs,4,0.000053,0.000523
positive,6,0.000080,0.000753
shox,3,0.000040,0.000404
pricy,5,0.000066,0.000639
needing,3,0.000040,0.000404
prices,7,0.000093,0.000864
significant,4,0.000053,0.000523
discount,4,0.000053,0.000523
genuine,4,0.000053,0.000523
primary,3,0.000040,0.000404
lunarglides,3,0.000040,0.000404
accommodate,3,0.000040,0.000404
ad,3,0.000040,0.000404
toebox,3,0.000040,0.000404
driver,3,0.000040,0.000404
moisture,4,0.000053,0.000523
thoughi,3,0.000040,0.000404
mortons,3,0.000040,0.000404
experiencing,3,0.000040,0.000404
resistance,3,0.000040,0.000404
rough,5,0.000066,0.000639
washing,5,0.000066,0.000639
machine,5,0.000066,0.000639
feature,4,0.000053,0.000523
sizebr,5,0.000066,0.000639
goodbr,6,0.000080,0.000753
copy,3,0.000040,0.000404
reviewer,3,0.000040,0.000404
mercurial,3,0.000040,0.000404
reliable,3,0.000040,0.000404
upgraded,3,0.000040,0.000404
terribly,3,0.000040,0.000404
surface,6,0.000080,0.000753
sweaty,4,0.000053,0.000523
solved,3,0.000040,0.000404
phantom,3,0.000040,0.000404
ii,3,0.000040,0.000404
soleplate,3,0.000040,0.000404
compromise,6,0.000080,0.000753
fg,5,0.000066,0.000639
hypervenom,4,0.000053,0.000523
writing,4,0.000053,0.000523
control,5,0.000066,0.000639
showed,5,0.000066,0.000639
split,5,0.000066,0.000639
hoop,4,0.000053,0.000523
hoops,5,0.000066,0.000639
protect,3,0.000040,0.000404
reflect,3,0.000040,0.000404
cop,5,0.000066,0.000639
squeaking,13,0.000173,0.001497
hyperdunk,4,0.000053,0.000523
places,5,0.000066,0.000639
favor,3,0.000040,0.000404
indoors,3,0.000040,0.000404
vented,3,0.000040,0.000404
shooting,3,0.000040,0.000404
guard,3,0.000040,0.000404
switching,3,0.000040,0.000404
gracias,3,0.000040,0.000404
comparison,4,0.000053,0.000523
studs,6,0.000080,0.000753
dig,9,0.000120,0.001081
fields,3,0.000040,0.000404
skip,3,0.000040,0.000404
ice,3,0.000040,0.000404
flights,3,0.000040,0.000404
owning,4,0.000053,0.000523
complimented,3,0.000040,0.000404
hydro,4,0.000053,0.000523
squeek,3,0.000040,0.000404
forces,6,0.000080,0.000753
staring,3,0.000040,0.000404
release,4,0.000053,0.000523
contact,3,0.000040,0.000404
book,3,0.000040,0.000404
funny,4,0.000053,0.000523
occasion,3,0.000040,0.000404
dented,3,0.000040,0.000404
fingers,3,0.000040,0.000404
ass,3,0.000040,0.000404
vintage,4,0.000053,0.000523
hype,3,0.000040,0.000404
destroyed,5,0.000066,0.000639
imo,3,0.000040,0.000404
tracking,3,0.000040,0.000404
thx,3,0.000040,0.000404
purchases,3,0.000040,0.000404
confident,4,0.000053,0.000523
appreciate,4,0.000053,0.000523
proper,3,0.000040,0.000404
kobe,4,0.000053,0.000523
flaw,4,0.000053,0.000523
question,6,0.000080,0.000753
safe,5,0.000066,0.000639
mark,8,0.000106,0.000973
opening,4,0.000053,0.000523
list,5,0.000066,0.000639
vacation,4,0.000053,0.000523
saving,3,0.000040,0.000404
locker,5,0.000066,0.000639
pricebr,3,0.000040,0.000404
pinkie,3,0.000040,0.000404
bout,3,0.000040,0.000404
latest,3,0.000040,0.000404
tears,6,0.000080,0.000753
enjoys,4,0.000053,0.000523
unable,3,0.000040,0.000404
bomb,3,0.000040,0.000404
began,7,0.000093,0.000864
wrap,3,0.000040,0.000404
deliver,5,0.000066,0.000639
yo,4,0.000053,0.000523
sneakets,3,0.000040,0.000404
buen,3,0.000040,0.000404
injury,3,0.000040,0.000404
faded,3,0.000040,0.000404
defender,3,0.000040,0.000404
generation,3,0.000040,0.000404
recieved,3,0.000040,0.000404
tightening,3,0.000040,0.000404
james,3,0.000040,0.000404
deff,3,0.000040,0.000404
history,3,0.000040,0.000404
falls,3,0.000040,0.000404
improvement,4,0.000053,0.000523
surely,4,0.000053,0.000523
intention,3,0.000040,0.000404
justify,4,0.000053,0.000523
avid,3,0.000040,0.000404
crease,3,0.000040,0.000404
manufacturing,3,0.000040,0.000404
visit,3,0.000040,0.000404
duck,3,0.000040,0.000404
splints,5,0.000066,0.000639
bothering,3,0.000040,0.000404
importantly,3,0.000040,0.000404
knockoff,3,0.000040,0.000404
released,3,0.000040,0.000404
results,3,0.000040,0.000404
shine,3,0.000040,0.000404
removed,4,0.000053,0.000523
gum,5,0.000066,0.000639
plate,4,0.000053,0.000523
window,3,0.000040,0.000404
everthing,3,0.000040,0.000404
sneakerhead,3,0.000040,0.000404
retroâ€™s,4,0.000053,0.000523
quit,3,0.000040,0.000404
collectors,3,0.000040,0.000404
incorrect,3,0.000040,0.000404
squeaky,5,0.000066,0.000639
clunky,4,0.000053,0.000523
bounce,5,0.000066,0.000639
interior,3,0.000040,0.000404
fifth,3,0.000040,0.000404
squeeks,3,0.000040,0.000404
baller,3,0.000040,0.000404
monarch,9,0.000120,0.001081
iv,3,0.000040,0.000404
monarchs,4,0.000053,0.000523
redesigned,3,0.000040,0.000404
powder,7,0.000093,0.000864
theyâ€™re,3,0.000040,0.000404
table,3,0.000040,0.000404
waffle,3,0.000040,0.000404
structures,3,0.000040,0.000404
pronation,3,0.000040,0.000404
placement,3,0.000040,0.000404
sloppy,4,0.000053,0.000523
terra,4,0.000053,0.000523
kiger,4,0.000053,0.000523
shell,3,0.000040,0.000404
thongs,4,0.000053,0.000523
thong,4,0.000053,0.000523
artificial,7,0.000093,0.000864
darts,3,0.000040,0.000404
dart,4,0.000053,0.000523
lip,3,0.000040,0.000404
posterior,3,0.000040,0.000404
