Number of pairs,46245.000000
Number of unique pairs,5867
Average pair frequency,7.882223
Pair entropy,8.084944

Pair,Frequency,Proportion,Entropy Term,Mutual Information
days ago,4.000000,0.000086,0.000809,4.623744
days expected,3.000000,0.000065,0.000626,2.103199
days fit,3.000000,0.000065,0.000626,0.934864
days wear,4.000000,0.000086,0.000809,1.873077
days hours,3.000000,0.000065,0.000626,3.951216
days comfortable,3.000000,0.000065,0.000626,0.844514
days week,8.000000,0.000173,0.001499,4.676112
hours feet,5.000000,0.000108,0.000987,2.638480
hours day,15.000000,0.000324,0.002606,4.270691
delivery nice,3.000000,0.000065,0.000626,1.360789
delivery great,8.000000,0.000173,0.001499,1.213384
delivery product,4.000000,0.000086,0.000809,2.571320
delivery shoes,6.000000,0.000130,0.001161,0.509578
delivery expected,4.000000,0.000086,0.000809,2.163664
delivery looks,3.000000,0.000065,0.000626,2.575715
delivery time,8.000000,0.000173,0.001499,2.850268
delivery excellent,4.000000,0.000086,0.000809,2.462347
delivery early,3.000000,0.000065,0.000626,4.633369
delivery quick,5.000000,0.000108,0.000987,4.262996
delivery price,3.000000,0.000065,0.000626,2.047422
delivery son,3.000000,0.000065,0.000626,1.699880
delivery fast,5.000000,0.000108,0.000987,3.039220
delivery item,3.000000,0.000065,0.000626,3.696600
delivery took,3.000000,0.000065,0.000626,4.068840
delivery date,8.000000,0.000173,0.001499,6.148281
worth buying,3.000000,0.000065,0.000626,3.625164
worth shipping,3.000000,0.000065,0.000626,3.038446
worth penny,10.000000,0.000216,0.001825,6.834470
worth money,24.000000,0.000519,0.003925,5.942277
worth comfortable,3.000000,0.000065,0.000626,0.886187
worth price,13.000000,0.000281,0.002299,3.782649
pay nike,3.000000,0.000065,0.000626,2.312423
pay return,5.000000,0.000108,0.000987,4.531885
pay shipping,9.000000,0.000195,0.001663,4.830206
pay price,3.000000,0.000065,0.000626,3.009459
pay quality,3.000000,0.000065,0.000626,3.402020
pay attention,3.000000,0.000065,0.000626,6.477795
gives support,3.000000,0.000065,0.000626,4.436759
stability shoes,3.000000,0.000065,0.000626,1.132107
stability running,3.000000,0.000065,0.000626,3.357917
cushioning good,3.000000,0.000065,0.000626,1.748934
happy nice,5.000000,0.000108,0.000987,1.031310
happy great,10.000000,0.000216,0.001825,0.596223
happy product,9.000000,0.000195,0.001663,2.541945
happy shoe,6.000000,0.000130,0.001161,0.300746
happy shoes,33.000000,0.000714,0.005170,1.374021
happy love,5.000000,0.000108,0.000987,0.429104
happy fit,10.000000,0.000216,0.001825,1.071316
happy order,8.000000,0.000173,0.001499,2.798855
happy perfect,3.000000,0.000065,0.000626,0.650102
happy pair,5.000000,0.000108,0.000987,0.861044
happy sneakers,4.000000,0.000086,0.000809,1.834914
happy bought,5.000000,0.000108,0.000987,1.428963
happy purchase,45.000000,0.000973,0.006748,4.703625
happy comfort,3.000000,0.000065,0.000626,2.197516
happy customer,6.000000,0.000130,0.001161,4.675454
happy delivery,3.000000,0.000065,0.000626,2.348176
happy purchased,3.000000,0.000065,0.000626,2.163148
happy comfortable,9.000000,0.000195,0.001663,0.875605
happy son,4.000000,0.000086,0.000809,1.147257
happy amazon,3.000000,0.000065,0.000626,2.211601
happy choice,4.000000,0.000086,0.000809,4.046845
absolutely shoes,23.000000,0.000497,0.003783,2.122202
absolutely love,35.000000,0.000757,0.005439,3.484208
absolutely awesome,3.000000,0.000065,0.000626,2.485730
absolutely perfect,5.000000,0.000108,0.000987,2.270122
absolutely sneakers,4.000000,0.000086,0.000809,2.944109
absolutely style,3.000000,0.000065,0.000626,3.099071
absolutely comfortable,3.000000,0.000065,0.000626,0.886187
absolutely amazing,3.000000,0.000065,0.000626,3.473764
absolutely best,3.000000,0.000065,0.000626,2.720479
absolutely loved,4.000000,0.000086,0.000809,3.224518
absolutely loves,24.000000,0.000519,0.003925,4.021060
width shoe,5.000000,0.000108,0.000987,1.196202
width shoes,3.000000,0.000065,0.000626,0.053904
width narrow,5.000000,0.000108,0.000987,2.968221
width feet,5.000000,0.000108,0.000987,2.340436
width wide,5.000000,0.000108,0.000987,3.255903
width fit,5.000000,0.000108,0.000987,1.455947
width perfect,5.000000,0.000108,0.000987,2.238706
width little,4.000000,0.000086,0.000809,2.271992
width tight,3.000000,0.000065,0.000626,2.689063
width foot,6.000000,0.000130,0.001161,3.034132
toes shoe,3.000000,0.000065,0.000626,0.841247
toes feet,3.000000,0.000065,0.000626,1.985480
toes end,3.000000,0.000065,0.000626,4.838661
cushion run,3.000000,0.000065,0.000626,3.216499
cushion feet,5.000000,0.000108,0.000987,3.064999
cushion support,3.000000,0.000065,0.000626,3.151561
cushion feel,4.000000,0.000086,0.000809,3.318139
weight great,4.000000,0.000086,0.000809,0.737301
weight shoe,6.000000,0.000130,0.001161,1.358115
weight shoes,3.000000,0.000065,0.000626,0.033495
weight expected,3.000000,0.000065,0.000626,2.093046
weight awesome,3.000000,0.000065,0.000626,2.433905
weight fits,3.000000,0.000065,0.000626,2.446289
weight feel,5.000000,0.000108,0.000987,2.796310
weight good,3.000000,0.000065,0.000626,1.003961
weight comfortable,13.000000,0.000281,0.002299,2.300699
weight training,4.000000,0.000086,0.000809,4.655264
weight price,3.000000,0.000065,0.000626,2.264486
fantastic shoe,6.000000,0.000130,0.001161,2.264355
fantastic shoes,8.000000,0.000173,0.001499,1.920565
definitely shoe,4.000000,0.000086,0.000809,0.620516
definitely shoes,8.000000,0.000173,0.001499,0.682190
definitely expected,3.000000,0.000065,0.000626,1.760913
definitely run,4.000000,0.000086,0.000809,2.427075
definitely small,5.000000,0.000108,0.000987,2.206106
definitely size,8.000000,0.000173,0.001499,1.718079
definitely fit,3.000000,0.000065,0.000626,0.592578
definitely order,4.000000,0.000086,0.000809,2.830944
definitely buying,4.000000,0.000086,0.000809,3.528887
definitely pair,11.000000,0.000238,0.001985,2.374737
definitely half,4.000000,0.000086,0.000809,2.705218
definitely purchase,3.000000,0.000065,0.000626,2.720810
definitely worth,5.000000,0.000108,0.000987,3.853127
definitely good,3.000000,0.000065,0.000626,0.671828
definitely comfortable,3.000000,0.000065,0.000626,0.502228
definitely seller,6.000000,0.000130,0.001161,3.924783
definitely recommend,21.000000,0.000454,0.003495,4.433343
definitely quality,3.000000,0.000065,0.000626,2.324914
definitely ordering,3.000000,0.000065,0.000626,3.934352
definitely lighter,3.000000,0.000065,0.000626,5.320647
money great,4.000000,0.000086,0.000809,0.925702
money shoes,5.000000,0.000108,0.000987,0.732721
money buying,3.000000,0.000065,0.000626,3.761740
money spent,3.000000,0.000065,0.000626,6.103545
sole nice,3.000000,0.000065,0.000626,1.360789
sole shoe,7.000000,0.000151,0.001331,1.295201
sole shoes,3.000000,0.000065,0.000626,-0.183569
sole feet,3.000000,0.000065,0.000626,1.592137
sole support,3.000000,0.000065,0.000626,2.189524
sole little,3.000000,0.000065,0.000626,1.746836
sole wear,3.000000,0.000065,0.000626,1.358178
sole foot,3.000000,0.000065,0.000626,2.103511
sole material,3.000000,0.000065,0.000626,3.683177
sole soft,3.000000,0.000065,0.000626,3.841782
style like,3.000000,0.000065,0.000626,0.816906
style great,9.000000,0.000195,0.001663,0.972868
style shoe,12.000000,0.000259,0.002143,1.475898
style shoes,9.000000,0.000195,0.001663,0.556743
style nike,8.000000,0.000173,0.001499,1.972916
style fit,6.000000,0.000130,0.001161,1.042495
style color,9.000000,0.000195,0.001663,2.863242
style air,4.000000,0.000086,0.000809,2.518402
style looks,4.000000,0.000086,0.000809,2.505098
style wear,3.000000,0.000065,0.000626,0.999879
style comfort,7.000000,0.000151,0.001331,3.526819
style good,3.000000,0.000065,0.000626,0.428597
style year,3.000000,0.000065,0.000626,2.427430
good clean,4.000000,0.000086,0.000809,1.775890
good nice,30.000000,0.000649,0.004762,1.261791
good look,19.000000,0.000411,0.003204,1.133173
good like,16.000000,0.000346,0.002757,0.447598
good did,3.000000,0.000065,0.000626,0.499215
good great,68.000000,0.001470,0.009590,0.951866
good light,8.000000,0.000173,0.001499,0.955893
good product,54.000000,0.001168,0.007885,2.772425
good shoe,111.000000,0.002400,0.014479,1.657237
good shoes,152.000000,0.003287,0.018794,1.340115
good expected,15.000000,0.000324,0.002606,1.083836
good thanks,7.000000,0.000151,0.001331,1.364975
good sneaker,8.000000,0.000173,0.001499,1.852523
good nike,12.000000,0.000259,0.002143,0.335097
good love,55.000000,0.001189,0.008009,1.265720
good run,8.000000,0.000173,0.001499,0.833707
good small,10.000000,0.000216,0.001825,0.612739
good size,14.000000,0.000303,0.002453,-0.008819
good narrow,6.000000,0.000130,0.001161,0.511485
good feet,12.000000,0.000259,0.002143,0.576847
good really,9.000000,0.000195,0.001663,0.534379
good wide,5.000000,0.000108,0.000987,0.616846
good fit,72.000000,0.001557,0.010066,1.484117
good nikes,4.000000,0.000086,0.000809,0.699378
good awesome,10.000000,0.000216,0.001825,1.019229
good color,3.000000,0.000065,0.000626,-0.278654
good perfect,12.000000,0.000259,0.002143,0.475117
good support,56.000000,0.001211,0.008133,2.714680
good fits,5.000000,0.000108,0.000987,0.338466
good little,14.000000,0.000303,0.002453,0.885698
good big,3.000000,0.000065,0.000626,0.300764
good pairs,5.000000,0.000108,0.000987,1.242373
good pair,21.000000,0.000454,0.003495,0.734849
good sneakers,6.000000,0.000130,0.001161,0.679100
good came,5.000000,0.000108,0.000987,0.945121
good ankle,4.000000,0.000086,0.000809,1.455947
good ordered,9.000000,0.000195,0.001663,1.017521
good bought,11.000000,0.000238,0.001985,0.656141
good daughter,4.000000,0.000086,0.000809,1.042576
good day,3.000000,0.000065,0.000626,-0.275849
good thank,3.000000,0.000065,0.000626,0.601869
good looks,8.000000,0.000173,0.001499,1.154961
good purchase,7.000000,0.000151,0.001331,1.281593
good received,3.000000,0.000065,0.000626,0.926253
good feel,15.000000,0.000324,0.002606,1.276274
good super,7.000000,0.000151,0.001331,1.264596
good shipping,4.000000,0.000086,0.000809,0.655655
good time,6.000000,0.000130,0.001161,0.161002
good wear,16.000000,0.000346,0.002757,0.630571
good excellent,21.000000,0.000454,0.003495,1.718991
good use,5.000000,0.000108,0.000987,0.868160
good service,10.000000,0.000216,0.001825,2.526388
good delivery,3.000000,0.000065,0.000626,0.786897
good cushioning,4.000000,0.000086,0.000809,2.036616
good happy,4.000000,0.000086,0.000809,0.234274
good cushion,5.000000,0.000108,0.000987,2.259759
good style,3.000000,0.000065,0.000626,0.428597
good everyday,3.000000,0.000065,0.000626,1.667256
good toe,4.000000,0.000086,0.000809,0.910030
good grandson,3.000000,0.000065,0.000626,1.024370
good comfortable,44.000000,0.000951,0.006620,0.901291
good stylish,4.000000,0.000086,0.000809,1.467923
good deal,12.000000,0.000259,0.002143,2.978043
good foot,6.000000,0.000130,0.001161,0.395075
good grip,7.000000,0.000151,0.001331,2.241687
good gym,3.000000,0.000065,0.000626,1.192362
good running,26.000000,0.000562,0.004207,1.800141
good ive,4.000000,0.000086,0.000809,0.176336
good fresh,3.000000,0.000065,0.000626,2.826493
good far,3.000000,0.000065,0.000626,0.889551
good usually,3.000000,0.000065,0.000626,1.024370
good right,3.000000,0.000065,0.000626,0.237789
good arrived,7.000000,0.000151,0.001331,1.490552
good seller,10.000000,0.000216,0.001825,2.149094
good basketball,3.000000,0.000065,0.000626,0.795060
good comfy,6.000000,0.000130,0.001161,1.204632
good hard,3.000000,0.000065,0.000626,0.889551
good used,4.000000,0.000086,0.000809,1.050482
good court,3.000000,0.000065,0.000626,2.102574
good looking,39.000000,0.000843,0.005969,2.460248
good recommend,6.000000,0.000130,0.001161,0.894066
good ok,7.000000,0.000151,0.001331,2.064353
good year,5.000000,0.000108,0.000987,0.894971
good walking,8.000000,0.000173,0.001499,1.364975
good husband,4.000000,0.000086,0.000809,0.836907
good daily,3.000000,0.000065,0.000626,2.266877
good value,9.000000,0.000195,0.001663,3.142346
good didnt,3.000000,0.000065,0.000626,0.440026
good jeans,3.000000,0.000065,0.000626,2.654642
good best,6.000000,0.000130,0.001161,0.743152
good loved,4.000000,0.000086,0.000809,0.554045
good price,50.000000,0.001081,0.007384,2.459249
good confortable,3.000000,0.000065,0.000626,2.266877
good built,3.000000,0.000065,0.000626,3.201186
good arch,25.000000,0.000541,0.004067,2.695464
good feels,6.000000,0.000130,0.001161,1.628789
good slippers,3.000000,0.000065,0.000626,2.421028
good work,7.000000,0.000151,0.001331,1.270229
good boot,3.000000,0.000065,0.000626,2.072721
good worn,3.000000,0.000065,0.000626,0.411696
good job,10.000000,0.000216,0.001825,2.931853
good son,15.000000,0.000324,0.002606,0.907733
good loves,7.000000,0.000151,0.001331,0.118442
good quality,65.000000,0.001406,0.009231,3.114175
good wish,3.000000,0.000065,0.000626,1.099272
good amazon,6.000000,0.000130,0.001161,1.343469
good playing,3.000000,0.000065,0.000626,1.628789
good ball,3.000000,0.000065,0.000626,1.770440
good people,4.000000,0.000086,0.000809,1.712376
good fast,8.000000,0.000173,0.001499,1.107640
good casual,4.000000,0.000086,0.000809,2.275846
good thing,12.000000,0.000259,0.002143,2.628667
good reviews,3.000000,0.000065,0.000626,1.409427
good experience,4.000000,0.000086,0.000809,2.360403
good overall,6.000000,0.000130,0.001161,1.697109
good gift,3.000000,0.000065,0.000626,1.077293
good choice,7.000000,0.000151,0.001331,3.045182
good likes,3.000000,0.000065,0.000626,1.336401
good item,3.000000,0.000065,0.000626,1.295016
good performance,4.000000,0.000086,0.000809,2.942324
good stuff,5.000000,0.000108,0.000987,3.114175
good jog,3.000000,0.000065,0.000626,3.653171
good traction,9.000000,0.000195,0.001663,2.690360
good course,3.000000,0.000065,0.000626,1.168265
good cleat,3.000000,0.000065,0.000626,2.654642
good shape,4.000000,0.000086,0.000809,3.321814
good golf,7.000000,0.000151,0.001331,0.605738
good condition,10.000000,0.000216,0.001825,2.911234
good flat,3.000000,0.000065,0.000626,1.792419
good sport,4.000000,0.000086,0.000809,3.321814
good sandals,4.000000,0.000086,0.000809,1.624084
good sandal,4.000000,0.000086,0.000809,2.303244
good slides,3.000000,0.000065,0.000626,1.837881
good transaction,3.000000,0.000065,0.000626,2.708710
good idea,4.000000,0.000086,0.000809,3.247706
everyday shoe,3.000000,0.000065,0.000626,1.328262
everyday shoes,7.000000,0.000151,0.001331,1.544087
everyday wear,4.000000,0.000086,0.000809,2.526219
everyday use,8.000000,0.000173,0.001499,4.620106
everyday walking,3.000000,0.000065,0.000626,3.666088
beautiful shoe,7.000000,0.000151,0.001331,1.932998
beautiful shoes,11.000000,0.000238,0.001985,1.753511
beautiful love,4.000000,0.000086,0.000809,1.684062
beautiful fit,3.000000,0.000065,0.000626,1.345445
beautiful comfortable,6.000000,0.000130,0.001161,1.948241
purchased ago,4.000000,0.000086,0.000809,4.211499
purchased shoes,20.000000,0.000432,0.003350,1.528523
purchased nike,6.000000,0.000130,0.001161,1.858506
purchased size,8.000000,0.000173,0.001499,1.648121
purchased pairs,6.000000,0.000130,0.001161,3.641250
purchased pair,4.000000,0.000086,0.000809,1.293177
purchased old,3.000000,0.000065,0.000626,2.444999
purchased daughter,5.000000,0.000108,0.000987,3.482276
purchased grandson,5.000000,0.000108,0.000987,3.751752
purchased year,9.000000,0.000195,0.001663,3.699314
purchased husband,3.000000,0.000065,0.000626,2.765781
purchased son,12.000000,0.000259,0.002143,2.901146
purchased loves,4.000000,0.000086,0.000809,1.775383
purchased amazon,3.000000,0.000065,0.000626,2.866877
purchased online,3.000000,0.000065,0.000626,3.883812
purchased gift,4.000000,0.000086,0.000809,3.581531
today time,3.000000,0.000065,0.000626,3.247636
perfectly nice,3.000000,0.000065,0.000626,1.019682
perfectly great,6.000000,0.000130,0.001161,0.584595
perfectly love,9.000000,0.000195,0.001663,1.516088
perfectly size,4.000000,0.000086,0.000809,0.798894
perfectly color,4.000000,0.000086,0.000809,2.069504
perfectly little,3.000000,0.000065,0.000626,1.405729
perfectly good,3.000000,0.000065,0.000626,0.445790
perfectly comfortable,9.000000,0.000195,0.001663,1.374802
slippage wet,3.000000,0.000065,0.000626,7.203378
soles shoe,4.000000,0.000086,0.000809,1.388887
soles shoes,8.000000,0.000173,0.001499,1.450561
wonderful shoe,3.000000,0.000065,0.000626,1.794352
wonderful shoes,4.000000,0.000086,0.000809,1.450561
wonderful fit,3.000000,0.000065,0.000626,2.054096
toe great,3.000000,0.000065,0.000626,0.068006
toe shoe,10.000000,0.000216,0.001825,1.487327
toe shoes,3.000000,0.000065,0.000626,-0.348119
toe narrow,4.000000,0.000086,0.000809,2.343054
toe little,9.000000,0.000195,0.001663,2.680899
toe box,29.000000,0.000627,0.004624,4.917414
toe room,4.000000,0.000086,0.000809,3.980663
toe foot,3.000000,0.000065,0.000626,1.938962
toe right,3.000000,0.000065,0.000626,2.474824
toe area,25.000000,0.000541,0.004067,6.085178
toe end,3.000000,0.000065,0.000626,4.280768
gave shoes,3.000000,0.000065,0.000626,0.757414
gave daughter,5.000000,0.000108,0.000987,4.608287
gave star,3.000000,0.000065,0.000626,5.415288
gave blisters,5.000000,0.000108,0.000987,6.051277
