Number of pairs,46245.000000
Number of unique pairs,5867
Average pair frequency,7.882223
Pair entropy,8.084944

Pair,Frequency,Proportion,Entropy Term,Mutual Information
purchase shoes,15.000000,0.000324,0.002606,1.073267
purchase expected,3.000000,0.000065,0.000626,1.523380
purchase nike,5.000000,0.000108,0.000987,1.508610
purchase love,5.000000,0.000108,0.000987,0.916807
purchase size,4.000000,0.000086,0.000809,0.787400
purchase perfect,3.000000,0.000065,0.000626,1.137805
purchase little,3.000000,0.000065,0.000626,1.394235
purchase pair,11.000000,0.000238,0.001985,2.137204
purchase delivery,3.000000,0.000065,0.000626,2.835879
purchase good,4.000000,0.000086,0.000809,0.721977
purchase comfortable,4.000000,0.000086,0.000809,0.552378
plus look,3.000000,0.000065,0.000626,2.650967
plus fast,3.000000,0.000065,0.000626,3.490431
womens shoe,4.000000,0.000086,0.000809,1.540436
womens shoes,7.000000,0.000151,0.001331,1.468580
womens size,9.000000,0.000195,0.001663,2.755783
womens fit,3.000000,0.000065,0.000626,1.512499
womens mens,5.000000,0.000108,0.000987,5.290990
received shoe,5.000000,0.000108,0.000987,1.098084
received shoes,15.000000,0.000324,0.002606,1.565224
received expected,4.000000,0.000086,0.000809,2.303020
received size,9.000000,0.000195,0.001663,2.090287
received pair,4.000000,0.000086,0.000809,1.617560
received day,6.000000,0.000130,0.001161,2.958237
received days,4.000000,0.000086,0.000809,3.842735
received today,4.000000,0.000086,0.000809,4.993716
received compliments,13.000000,0.000281,0.002299,4.933529
received exactly,3.000000,0.000065,0.000626,3.205547
received item,3.000000,0.000065,0.000626,3.835956
received complements,3.000000,0.000065,0.000626,6.194111
mens shoe,6.000000,0.000130,0.001161,1.927883
mens shoes,6.000000,0.000130,0.001161,1.296410
mens nike,4.000000,0.000086,0.000809,2.424901
mens size,7.000000,0.000151,0.001331,2.486450
mens air,9.000000,0.000195,0.001663,4.474464
mens max,4.000000,0.000086,0.000809,4.609272
mens womens,3.000000,0.000065,0.000626,4.780165
mens basketball,5.000000,0.000108,0.000987,4.494303
mens tailwind,3.000000,0.000065,0.000626,6.841588
wasnt color,3.000000,0.000065,0.000626,3.197444
wasnt able,3.000000,0.000065,0.000626,5.014737
wasnt sure,7.000000,0.000151,0.001331,5.297505
picture shoe,4.000000,0.000086,0.000809,1.487327
picture looks,3.000000,0.000065,0.000626,3.327457
picture better,3.000000,0.000065,0.000626,3.424530
way look,13.000000,0.000281,0.002299,2.704762
way great,3.000000,0.000065,0.000626,-0.217951
way shoe,4.000000,0.000086,0.000809,0.285079
way shoes,3.000000,0.000065,0.000626,-0.634075
way expected,6.000000,0.000130,0.001161,2.118623
way small,20.000000,0.000432,0.003350,3.256964
way size,4.000000,0.000086,0.000809,0.689496
way narrow,9.000000,0.000195,0.001663,2.868028
way feet,4.000000,0.000086,0.000809,1.429313
way fit,15.000000,0.000324,0.002606,1.866580
way big,9.000000,0.000195,0.001663,3.350454
way looks,3.000000,0.000065,0.000626,2.125209
way feel,4.000000,0.000086,0.000809,1.905596
way tight,5.000000,0.000108,0.000987,2.511909
way better,7.000000,0.000151,0.001331,3.069581
way comfortable,9.000000,0.000195,0.001663,1.265404
way feels,4.000000,0.000086,0.000809,3.174402
way expensive,3.000000,0.000065,0.000626,3.765970
way looked,4.000000,0.000086,0.000809,3.694707
way regular,3.000000,0.000065,0.000626,3.423025
return shoe,4.000000,0.000086,0.000809,0.606127
return small,6.000000,0.000130,0.001161,2.374039
return size,8.000000,0.000173,0.001499,1.703691
return bigger,5.000000,0.000108,0.000987,3.405299
return fit,3.000000,0.000065,0.000626,0.578190
return order,3.000000,0.000065,0.000626,2.528873
return big,3.000000,0.000065,0.000626,2.572890
return pair,8.000000,0.000173,0.001499,2.041894
return shipping,4.000000,0.000086,0.000809,2.927781
return larger,4.000000,0.000086,0.000809,3.246234
return amazon,4.000000,0.000086,0.000809,3.210129
problems like,3.000000,0.000065,0.000626,2.137242
problems shoes,6.000000,0.000130,0.001161,1.471614
getting great,3.000000,0.000065,0.000626,0.700934
getting shoes,5.000000,0.000108,0.000987,0.795635
getting size,5.000000,0.000108,0.000987,1.831524
getting fit,4.000000,0.000086,0.000809,1.463709
getting pair,8.000000,0.000173,0.001499,2.639731
getting different,3.000000,0.000065,0.000626,3.506200
getting foot,3.000000,0.000065,0.000626,2.571890
getting compliments,3.000000,0.000065,0.000626,3.796215
getting used,3.000000,0.000065,0.000626,3.632762
feel nice,5.000000,0.000108,0.000987,0.751554
feel look,14.000000,0.000303,0.002453,2.109315
feel like,52.000000,0.001124,0.007636,2.907776
feel real,3.000000,0.000065,0.000626,2.511157
feel great,54.000000,0.001168,0.007885,2.002866
feel light,5.000000,0.000108,0.000987,1.767413
feel shoe,6.000000,0.000130,0.001161,0.020990
feel shoes,12.000000,0.000259,0.002143,0.082664
feel nike,4.000000,0.000086,0.000809,0.518007
feel narrow,4.000000,0.000086,0.000809,1.387543
feel feet,9.000000,0.000195,0.001663,1.570688
feel fit,5.000000,0.000108,0.000987,0.098412
feel design,3.000000,0.000065,0.000626,2.153217
feel awesome,4.000000,0.000086,0.000809,1.384461
feel perfect,4.000000,0.000086,0.000809,0.658028
feel little,8.000000,0.000173,0.001499,1.607605
feel pair,3.000000,0.000065,0.000626,0.070462
feel old,3.000000,0.000065,0.000626,1.509966
feel walk,4.000000,0.000086,0.000809,2.533558
feel tight,8.000000,0.000173,0.001499,2.312358
feel wear,6.000000,0.000130,0.001161,0.931265
feel better,7.000000,0.000151,0.001331,2.400026
feel heel,3.000000,0.000065,0.000626,2.473885
feel happy,3.000000,0.000065,0.000626,1.228115
feel good,32.000000,0.000692,0.005035,2.033960
feel comfortable,29.000000,0.000627,0.004624,1.765920
feel foot,5.000000,0.000108,0.000987,1.494276
feel wearing,3.000000,0.000065,0.000626,1.477927
feel snug,6.000000,0.000130,0.001161,2.803067
feel right,6.000000,0.000130,0.001161,2.212459
feel walking,4.000000,0.000086,0.000809,1.953351
feel br,5.000000,0.000108,0.000987,2.011533
feel amazing,4.000000,0.000086,0.000809,2.372496
feel lightweight,3.000000,0.000065,0.000626,2.391968
feel high,3.000000,0.000065,0.000626,2.109920
feel durable,4.000000,0.000086,0.000809,2.963594
feel clouds,3.000000,0.000065,0.000626,4.315655
walk shoes,3.000000,0.000065,0.000626,-0.006114
walk run,3.000000,0.000065,0.000626,2.431917
walk feet,3.000000,0.000065,0.000626,1.769592
walk lot,5.000000,0.000108,0.000987,3.671666
walk day,17.000000,0.000368,0.002907,4.037791
walk comfortable,3.000000,0.000065,0.000626,0.794753
walk week,4.000000,0.000086,0.000809,3.933203
walk miles,9.000000,0.000195,0.001663,5.199196
walk holes,5.000000,0.000108,0.000987,4.628503
walk course,3.000000,0.000065,0.000626,3.747304
different shoe,9.000000,0.000195,0.001663,1.395855
different shoes,7.000000,0.000151,0.001331,0.513068
different nike,3.000000,0.000065,0.000626,1.199726
different love,3.000000,0.000065,0.000626,0.607923
different colors,26.000000,0.000562,0.004207,4.959633
different size,3.000000,0.000065,0.000626,0.701659
different fit,3.000000,0.000065,0.000626,0.556987
different color,23.000000,0.000497,0.003783,4.009151
different pairs,4.000000,0.000086,0.000809,3.270153
different pair,6.000000,0.000130,0.001161,1.733010
different sizes,7.000000,0.000151,0.001331,4.448808
different style,3.000000,0.000065,0.000626,2.679521
different brand,4.000000,0.000086,0.000809,3.755660
different regular,3.000000,0.000065,0.000626,3.722871
different brands,3.000000,0.000065,0.000626,4.482709
sizes shoes,4.000000,0.000086,0.000809,0.667802
sizes love,4.000000,0.000086,0.000809,1.609954
sizes small,6.000000,0.000130,0.001161,3.067186
sizes size,3.000000,0.000065,0.000626,1.416009
sizes bigger,3.000000,0.000065,0.000626,3.587621
sizes big,4.000000,0.000086,0.000809,3.553719
sizes need,3.000000,0.000065,0.000626,3.411063
sizes smaller,4.000000,0.000086,0.000809,4.160689
glad did,10.000000,0.000216,0.001825,4.856513
glad shoes,7.000000,0.000151,0.001331,1.415470
glad able,5.000000,0.000108,0.000987,5.202789
glad purchased,5.000000,0.000108,0.000987,4.266020
able run,4.000000,0.000086,0.000809,3.293886
able fit,3.000000,0.000065,0.000626,1.459389
able pair,5.000000,0.000108,0.000987,2.453090
able wear,9.000000,0.000195,0.001663,3.208532
able use,5.000000,0.000108,0.000987,4.021485
left shoe,16.000000,0.000346,0.002757,2.873621
left shoes,3.000000,0.000065,0.000626,0.568172
left foot,16.000000,0.000346,0.002757,4.529229
left right,4.000000,0.000086,0.000809,3.678797
version shoe,7.000000,0.000151,0.001331,2.581025
ill order,3.000000,0.000065,0.000626,3.641874
ill buying,3.000000,0.000065,0.000626,4.339817
ill wear,4.000000,0.000086,0.000809,2.629404
ill definitely,4.000000,0.000086,0.000809,4.344637
ill probably,5.000000,0.000108,0.000987,5.451983
super nice,4.000000,0.000086,0.000809,1.278872
super great,4.000000,0.000086,0.000809,0.150638
super light,16.000000,0.000346,0.002757,3.681025
super shoes,7.000000,0.000151,0.001331,0.294129
super love,3.000000,0.000065,0.000626,0.388984
super run,3.000000,0.000065,0.000626,1.884863
super narrow,3.000000,0.000065,0.000626,1.850323
super fit,4.000000,0.000086,0.000809,0.625730
super shipping,11.000000,0.000238,0.001985,3.699240
super delivery,6.000000,0.000130,0.001161,3.512029
super happy,3.000000,0.000065,0.000626,1.978577
super good,4.000000,0.000086,0.000809,0.704980
super comfortable,52.000000,0.001124,0.007636,3.100329
super comfy,16.000000,0.000346,0.002757,4.217446
super looking,4.000000,0.000086,0.000809,2.214966
super fast,21.000000,0.000454,0.003495,4.104706
super excited,4.000000,0.000086,0.000809,4.974309
man shoe,3.000000,0.000065,0.000626,2.369716
returned did,3.000000,0.000065,0.000626,3.618639
returned shoes,3.000000,0.000065,0.000626,0.534270
returned size,5.000000,0.000108,0.000987,2.080985
returned refund,3.000000,0.000065,0.000626,5.945916
ran small,17.000000,0.000368,0.002907,4.668256
ran size,7.000000,0.000151,0.001331,2.822922
ran narrow,4.000000,0.000086,0.000809,3.630909
ran little,5.000000,0.000108,0.000987,3.380967
pain feet,3.000000,0.000065,0.000626,2.666651
pain gone,3.000000,0.000065,0.000626,6.030658
shipping great,10.000000,0.000216,0.001825,1.017603
shipping shoe,4.000000,0.000086,0.000809,0.316661
shipping shoes,8.000000,0.000173,0.001499,0.378336
shipping expected,4.000000,0.000086,0.000809,1.744740
shipping thanks,3.000000,0.000065,0.000626,2.500337
shipping love,4.000000,0.000086,0.000809,0.627341
shipping fit,5.000000,0.000108,0.000987,0.799549
shipping perfect,3.000000,0.000065,0.000626,1.071483
shipping fits,3.000000,0.000065,0.000626,1.810300
shipping came,3.000000,0.000065,0.000626,2.416955
shipping way,3.000000,0.000065,0.000626,2.319051
shipping time,4.000000,0.000086,0.000809,1.738197
shipping days,4.000000,0.000086,0.000809,3.284456
shipping delivery,3.000000,0.000065,0.000626,2.769557
shipping good,4.000000,0.000086,0.000809,0.655655
shipping quick,3.000000,0.000065,0.000626,3.333246
shipping fast,15.000000,0.000324,0.002606,3.718908
incredible shoe,3.000000,0.000065,0.000626,3.314177
tight like,4.000000,0.000086,0.000809,0.725996
tight great,5.000000,0.000108,0.000987,0.006489
tight shoe,6.000000,0.000130,0.001161,0.404159
tight shoes,7.000000,0.000151,0.001331,-0.073163
tight love,4.000000,0.000086,0.000809,0.309373
tight small,3.000000,0.000065,0.000626,1.073458
tight narrow,7.000000,0.000151,0.001331,2.330328
tight feet,10.000000,0.000216,0.001825,2.059218
tight wide,5.000000,0.000108,0.000987,2.281538
tight fit,17.000000,0.000368,0.002907,1.705357
tight perfect,3.000000,0.000065,0.000626,0.753515
tight big,4.000000,0.000086,0.000809,2.253138
tight need,4.000000,0.000086,0.000809,2.398164
tight ankle,3.000000,0.000065,0.000626,2.832957
tight ordered,4.000000,0.000086,0.000809,1.871283
tight time,4.000000,0.000086,0.000809,1.420229
tight wear,8.000000,0.000173,0.001499,1.602116
tight break,3.000000,0.000065,0.000626,2.752914
tight box,3.000000,0.000065,0.000626,2.076388
tight width,7.000000,0.000151,0.001331,3.536360
tight toes,8.000000,0.000173,0.001499,3.825762
tight good,3.000000,0.000065,0.000626,0.050005
tight toe,8.000000,0.000173,0.001499,3.267869
tight comfortable,9.000000,0.000195,0.001663,0.979018
tight foot,24.000000,0.000519,0.003925,3.446061
tight wearing,3.000000,0.000065,0.000626,1.861096
tight strap,3.000000,0.000065,0.000626,3.798038
tight right,3.000000,0.000065,0.000626,1.902481
tight husband,3.000000,0.000065,0.000626,2.213918
tight sides,4.000000,0.000086,0.000809,3.887894
tight loosen,5.000000,0.000108,0.000987,4.941386
time nice,5.000000,0.000108,0.000987,0.552573
time look,6.000000,0.000130,0.001161,1.063036
time like,6.000000,0.000130,0.001161,0.549310
time did,3.000000,0.000065,0.000626,1.581757
time great,13.000000,0.000281,0.002299,0.379850
time product,4.000000,0.000086,0.000809,1.252278
time shoe,7.000000,0.000151,0.001331,-0.023841
time shoes,21.000000,0.000454,0.003495,0.443299
time expected,9.000000,0.000195,0.001663,1.655552
time nike,4.000000,0.000086,0.000809,0.319026
time love,4.000000,0.000086,0.000809,-0.272777
time run,3.000000,0.000065,0.000626,0.935420
time size,7.000000,0.000151,0.001331,0.380575
time feet,5.000000,0.000108,0.000987,0.783920
time fit,17.000000,0.000368,0.002907,1.123207
time order,3.000000,0.000065,0.000626,1.339289
time favorite,3.000000,0.000065,0.000626,1.990275
time buying,4.000000,0.000086,0.000809,2.324914
time perfect,3.000000,0.000065,0.000626,0.171365
time say,3.000000,0.000065,0.000626,1.945425
time know,5.000000,0.000108,0.000987,2.548058
time wore,9.000000,0.000195,0.001663,2.943954
time pair,4.000000,0.000086,0.000809,0.159163
time bought,5.000000,0.000108,0.000987,0.950226
time daughter,3.000000,0.000065,0.000626,1.837436
time day,3.000000,0.000065,0.000626,0.806692
time return,4.000000,0.000086,0.000809,2.027663
time super,3.000000,0.000065,0.000626,1.499840
time wear,11.000000,0.000238,0.001985,1.338419
time break,6.000000,0.000130,0.001161,2.863911
time excellent,3.000000,0.000065,0.000626,0.855623
time money,3.000000,0.000065,0.000626,2.274904
time good,7.000000,0.000151,0.001331,0.315153
time purchased,3.000000,0.000065,0.000626,1.684411
time comfortable,7.000000,0.000151,0.001331,0.145553
time wearing,3.000000,0.000065,0.000626,1.278946
time felt,3.000000,0.000065,0.000626,2.274904
time work,3.000000,0.000065,0.000626,1.505473
time loves,3.000000,0.000065,0.000626,0.353686
time quality,3.000000,0.000065,0.000626,1.120942
time exactly,3.000000,0.000065,0.000626,1.747149
time problem,3.000000,0.000065,0.000626,2.250806
time tell,5.000000,0.000108,0.000987,3.581531
time played,4.000000,0.000086,0.000809,3.098104
time regular,3.000000,0.000065,0.000626,2.554489
time finding,9.000000,0.000195,0.001663,5.072185
time condition,5.000000,0.000108,0.000987,3.300628
time promised,3.000000,0.000065,0.000626,4.602182
wear nice,4.000000,0.000086,0.000809,-0.181831
wear like,10.000000,0.000216,0.001825,0.548876
wear great,5.000000,0.000108,0.000987,-1.086922
wear shoe,27.000000,0.000584,0.004347,0.814825
wear shoes,59.000000,0.001276,0.008502,0.965053
wear expected,4.000000,0.000086,0.000809,0.333362
wear nike,25.000000,0.000541,0.004067,1.640347
wear love,4.000000,0.000086,0.000809,-0.784037
wear run,7.000000,0.000151,0.001331,1.271458
wear small,4.000000,0.000086,0.000809,0.267730
wear size,74.000000,0.001600,0.010301,2.227470
wear feet,4.000000,0.000086,0.000809,0.049516
wear really,4.000000,0.000086,0.000809,0.294730
wear wide,8.000000,0.000173,0.001499,1.658131
wear fit,18.000000,0.000389,0.003056,0.669105
wear nikes,6.000000,0.000130,0.001161,1.676124
wear order,3.000000,0.000065,0.000626,0.828029
wear color,3.000000,0.000065,0.000626,0.292627
wear perfect,4.000000,0.000086,0.000809,-0.052213
wear lot,6.000000,0.000130,0.001161,1.846230
wear little,4.000000,0.000086,0.000809,0.204216
wear big,5.000000,0.000108,0.000987,1.382871
wear socks,32.000000,0.000692,0.005035,3.810099
wear needed,3.000000,0.000065,0.000626,1.637763
wear pair,3.000000,0.000065,0.000626,-0.639780
wear sneakers,3.000000,0.000065,0.000626,0.557235
wear ordered,11.000000,0.000238,0.001985,1.789473
wear bought,6.000000,0.000130,0.001161,0.621287
wear day,57.000000,0.001233,0.008257,3.239871
wear half,4.000000,0.000086,0.000809,0.989985
wear looks,3.000000,0.000065,0.000626,0.745413
wear womens,15.000000,0.000324,0.002606,3.772468
wear mens,5.000000,0.000108,0.000987,2.655837
wear feel,7.000000,0.000151,0.001331,1.085416
wear walk,4.000000,0.000086,0.000809,1.823316
wear ill,3.000000,0.000065,0.000626,2.341721
wear returned,3.000000,0.000065,0.000626,2.076018
wear time,22.000000,0.000476,0.003640,2.031567
wear better,3.000000,0.000065,0.000626,0.842487
wear days,5.000000,0.000108,0.000987,2.096221
wear hours,8.000000,0.000173,0.001499,2.874526
wear style,4.000000,0.000086,0.000809,1.287561
wear good,9.000000,0.000195,0.001663,0.055207
wear everyday,10.000000,0.000216,0.001825,3.442510
wear comfortable,9.000000,0.000195,0.001663,-0.114393
wear theyre,3.000000,0.000065,0.000626,1.070496
wear foot,3.000000,0.000065,0.000626,0.273209
wear gym,11.000000,0.000238,0.001985,3.062927
wear running,13.000000,0.000281,0.002299,1.678275
wear ive,3.000000,0.000065,0.000626,0.459936
wear right,5.000000,0.000108,0.000987,1.319896
wear basketball,5.000000,0.000108,0.000987,1.877167
wear play,4.000000,0.000086,0.000809,1.947185
wear used,3.000000,0.000065,0.000626,1.334081
wear week,5.000000,0.000108,0.000987,2.148589
wear normally,3.000000,0.000065,0.000626,1.965670
wear year,3.000000,0.000065,0.000626,0.955427
wear walking,4.000000,0.000086,0.000809,1.243109
wear long,13.000000,0.000281,0.002299,2.466216
wear thicker,3.000000,0.000065,0.000626,3.279991
wear normal,4.000000,0.000086,0.000809,2.063596
wear house,7.000000,0.000151,0.001331,3.406743
wear daily,4.000000,0.000086,0.000809,3.125840
wear men,3.000000,0.000065,0.000626,3.685456
wear arch,3.000000,0.000065,0.000626,1.146482
wear longer,6.000000,0.000130,0.001161,2.856177
wear pool,3.000000,0.000065,0.000626,4.224453
wear work,21.000000,0.000454,0.003495,2.940123
wear quickly,7.000000,0.000151,0.001331,2.940123
wear playing,3.000000,0.000065,0.000626,2.200071
wear times,4.000000,0.000086,0.000809,2.380507
wear month,3.000000,0.000065,0.000626,2.363700
wear summer,3.000000,0.000065,0.000626,2.299162
wear couple,6.000000,0.000130,0.001161,2.573051
wear holes,3.000000,0.000065,0.000626,2.109920
wear kids,3.000000,0.000065,0.000626,2.341721
wear school,7.000000,0.000151,0.001331,2.700173
wear working,4.000000,0.000086,0.000809,2.992309
wear tear,5.000000,0.000108,0.000987,3.908600
wear outside,4.000000,0.000086,0.000809,2.992309
wear sock,3.000000,0.000065,0.000626,3.337150
wear regular,4.000000,0.000086,0.000809,2.330911
wear course,6.000000,0.000130,0.001161,2.432693
wear golf,8.000000,0.000173,0.001499,1.310550
wear periods,4.000000,0.000086,0.000809,4.666285
laces shoe,3.000000,0.000065,0.000626,0.738299
laces shoes,3.000000,0.000065,0.000626,0.106826
laces wide,3.000000,0.000065,0.000626,2.798000
laces tight,4.000000,0.000086,0.000809,3.029667
laces loose,4.000000,0.000086,0.000809,5.113007
laces long,3.000000,0.000065,0.000626,3.120577
laces short,8.000000,0.000173,0.001499,5.716542
laces lace,3.000000,0.000065,0.000626,5.032965
break nice,3.000000,0.000065,0.000626,1.662114
break shoe,3.000000,0.000065,0.000626,0.749228
break needed,3.000000,0.000065,0.000626,3.769391
break time,4.000000,0.000086,0.000809,2.458446
break good,5.000000,0.000108,0.000987,1.599047
break period,3.000000,0.000065,0.000626,5.737041
break bank,3.000000,0.000065,0.000626,6.915696
better shoe,4.000000,0.000086,0.000809,0.219893
better shoes,10.000000,0.000216,0.001825,0.504712
better expected,16.000000,0.000346,0.002757,3.034267
better nike,4.000000,0.000086,0.000809,1.122377
better size,4.000000,0.000086,0.000809,0.624310
better feet,3.000000,0.000065,0.000626,1.076445
better fit,4.000000,0.000086,0.000809,0.479638
better awesome,3.000000,0.000065,0.000626,1.701148
better old,3.000000,0.000065,0.000626,2.114335
better air,4.000000,0.000086,0.000809,2.361010
better picture,5.000000,0.000108,0.000987,3.935356
better feel,3.000000,0.000065,0.000626,1.552728
better person,15.000000,0.000324,0.002606,5.143168
better comfortable,5.000000,0.000108,0.000987,0.612431
better grip,3.000000,0.000065,0.000626,3.280281
better price,6.000000,0.000130,0.001161,2.224877
better quality,4.000000,0.000086,0.000809,2.211974
better ones,3.000000,0.000065,0.000626,2.900006
satisfied great,4.000000,0.000086,0.000809,0.878074
satisfied product,4.000000,0.000086,0.000809,2.929157
satisfied shoes,8.000000,0.000173,0.001499,1.155097
satisfied expected,3.000000,0.000065,0.000626,2.233819
satisfied love,3.000000,0.000065,0.000626,1.116420
satisfied order,3.000000,0.000065,0.000626,3.016168
satisfied purchase,15.000000,0.000324,0.002606,4.803154
satisfied good,4.000000,0.000086,0.000809,1.432416
satisfied comfortable,3.000000,0.000065,0.000626,0.975134
fitted shoes,3.000000,0.000065,0.000626,1.632883
fitted expected,4.000000,0.000086,0.000809,3.980116
box look,4.000000,0.000086,0.000809,1.601411
box like,3.000000,0.000065,0.000626,0.800004
box shoe,8.000000,0.000173,0.001499,1.053531
box shoes,7.000000,0.000151,0.001331,0.288527
box little,9.000000,0.000195,0.001663,2.470247
box came,9.000000,0.000195,0.001663,3.559290
box tight,4.000000,0.000086,0.000809,2.364070
box break,3.000000,0.000065,0.000626,3.114604
box good,3.000000,0.000065,0.000626,0.411696
box slightly,3.000000,0.000065,0.000626,3.405956
box area,3.000000,0.000065,0.000626,3.754263
box felt,3.000000,0.000065,0.000626,3.218745
box damaged,4.000000,0.000086,0.000809,5.274089
box beat,4.000000,0.000086,0.000809,4.655049
box dented,3.000000,0.000065,0.000626,6.526852
think great,5.000000,0.000108,0.000987,0.793391
think shoe,3.000000,0.000065,0.000626,0.497914
think shoes,5.000000,0.000108,0.000987,0.377267
think nike,7.000000,0.000151,0.001331,2.247695
think narrow,4.000000,0.000086,0.000809,2.557614
think feet,3.000000,0.000065,0.000626,1.642147
think really,4.000000,0.000086,0.000809,2.175043
think buying,3.000000,0.000065,0.000626,3.406285
think little,3.000000,0.000065,0.000626,1.796847
think need,3.000000,0.000065,0.000626,2.897384
think wear,3.000000,0.000065,0.000626,1.408189
think better,4.000000,0.000086,0.000809,3.010482
excellent nice,5.000000,0.000108,0.000987,0.857799
excellent like,8.000000,0.000173,0.001499,1.142219
excellent great,24.000000,0.000519,0.003925,1.298181
excellent product,46.000000,0.000995,0.006876,3.999851
excellent shoe,22.000000,0.000476,0.003640,1.426518
excellent shoes,35.000000,0.000757,0.005439,1.259351
excellent thanks,5.000000,0.000108,0.000987,2.416271
excellent nike,3.000000,0.000065,0.000626,0.336570
excellent love,10.000000,0.000216,0.001825,0.948740
excellent really,4.000000,0.000086,0.000809,1.111217
excellent fit,17.000000,0.000368,0.002907,1.428433
excellent perfect,9.000000,0.000195,0.001663,1.575203
excellent support,7.000000,0.000151,0.001331,2.023006
excellent pair,9.000000,0.000195,0.001663,1.275319
excellent bought,4.000000,0.000086,0.000809,1.032308
excellent thank,3.000000,0.000065,0.000626,1.989637
excellent purchase,3.000000,0.000065,0.000626,1.822064
excellent super,3.000000,0.000065,0.000626,1.805066
excellent satisfied,3.000000,0.000065,0.000626,2.532502
excellent comfort,4.000000,0.000086,0.000809,2.311687
excellent service,9.000000,0.000195,0.001663,3.808796
excellent delivery,4.000000,0.000086,0.000809,2.462347
excellent good,17.000000,0.000368,0.002907,1.507682
excellent comfortable,7.000000,0.000151,0.001331,0.450779
excellent running,4.000000,0.000086,0.000809,1.316107
excellent arrived,6.000000,0.000130,0.001161,2.724170
excellent seller,9.000000,0.000195,0.001663,3.431501
excellent ok,3.000000,0.000065,0.000626,2.604823
excellent excelente,3.000000,0.000065,0.000626,2.926407
excellent br,3.000000,0.000065,0.000626,1.606952
excellent value,3.000000,0.000065,0.000626,3.431501
excellent price,4.000000,0.000086,0.000809,1.321288
excellent son,10.000000,0.000216,0.001825,1.890037
excellent loves,7.000000,0.000151,0.001331,1.506211
excellent quality,14.000000,0.000303,0.002453,2.966613
excellent choice,3.000000,0.000065,0.000626,3.585652
excellent condition,4.000000,0.000086,0.000809,3.382711
excellent transaction,3.000000,0.000065,0.000626,4.096478
excellent sneakets,3.000000,0.000065,0.000626,5.888237
woman wear,3.000000,0.000065,0.000626,4.090921
mans size,3.000000,0.000065,0.000626,4.278210
heel support,6.000000,0.000130,0.001161,3.288137
smaller shoe,4.000000,0.000086,0.000809,0.856422
smaller shoes,8.000000,0.000173,0.001499,0.918096
smaller expected,13.000000,0.000281,0.002299,3.463155
smaller nike,5.000000,0.000108,0.000987,1.982048
smaller size,10.000000,0.000216,0.001825,2.177129
smaller feet,3.000000,0.000065,0.000626,1.712973
smaller ordered,3.000000,0.000065,0.000626,2.441329
smaller wear,3.000000,0.000065,0.000626,1.479015
smaller comfortable,3.000000,0.000065,0.000626,0.738134
smaller normally,3.000000,0.000065,0.000626,3.916809
smaller normal,7.000000,0.000151,0.001331,4.574350
smaller regular,4.000000,0.000086,0.000809,4.282049
smaller brands,3.000000,0.000065,0.000626,4.754206
major spine,3.000000,0.000065,0.000626,9.123970
major surgery,3.000000,0.000065,0.000626,8.025358
spine surgery,4.000000,0.000086,0.000809,9.229331
spine total,3.000000,0.000065,0.000626,8.861606
surgery total,3.000000,0.000065,0.000626,7.762994
surgery knee,3.000000,0.000065,0.000626,7.930048
total knee,3.000000,0.000065,0.000626,7.850005
total replacements,3.000000,0.000065,0.000626,8.861606
knee replacements,3.000000,0.000065,0.000626,9.028660
use like,3.000000,0.000065,0.000626,0.745643
use shoe,4.000000,0.000086,0.000809,0.306023
use shoes,15.000000,0.000324,0.002606,0.996306
use run,4.000000,0.000086,0.000809,2.112582
use feet,3.000000,0.000065,0.000626,1.162574
use pair,8.000000,0.000173,0.001499,1.741789
use day,7.000000,0.000151,0.001331,2.543470
use wear,3.000000,0.000065,0.000626,0.928616
use everyday,5.000000,0.000108,0.000987,4.150103
use gym,4.000000,0.000086,0.000809,3.452065
use running,11.000000,0.000238,0.001985,2.911961
use week,3.000000,0.000065,0.000626,3.038503
use walking,5.000000,0.000108,0.000987,2.866993
use daily,4.000000,0.000086,0.000809,4.526580
use work,11.000000,0.000238,0.001985,3.694236
use golf,4.000000,0.000086,0.000809,2.018143
use orthotic,3.000000,0.000065,0.000626,6.184808
use lifting,3.000000,0.000065,0.000626,4.737889
use crossfit,3.000000,0.000065,0.000626,5.625192
comfort like,3.000000,0.000065,0.000626,1.024545
comfort great,7.000000,0.000151,0.001331,0.929193
comfort shoe,4.000000,0.000086,0.000809,0.584925
comfort shoes,6.000000,0.000130,0.001161,0.358917
comfort feet,3.000000,0.000065,0.000626,1.441476
comfort fit,6.000000,0.000130,0.001161,1.250135
comfort support,7.000000,0.000151,0.001331,2.886162
comfort day,3.000000,0.000065,0.000626,1.975074
comfort durability,4.000000,0.000086,0.000809,5.093165
comfort style,5.000000,0.000108,0.000987,3.190347
comfort good,4.000000,0.000086,0.000809,0.923919
comfort okay,3.000000,0.000065,0.000626,4.416018
customer shoes,3.000000,0.000065,0.000626,1.450561
customer service,11.000000,0.000238,0.001985,6.657413
service great,6.000000,0.000130,0.001161,1.461220
service product,6.000000,0.000130,0.001161,3.512303
service shoe,3.000000,0.000065,0.000626,0.983421
service shoes,3.000000,0.000065,0.000626,0.351949
service fit,3.000000,0.000065,0.000626,1.243166
service excellent,3.000000,0.000065,0.000626,2.710183
service son,3.000000,0.000065,0.000626,2.235398
