Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering
1322,opted,,0,0,0,0,0,0,0
1323,comment,,0,0,0,0,0,0,0
1324,moment,,0,0,0,0,0,0,0
1325,list,,0,0,0,0,0,0,0
1326,alternate,,0,0,0,0,0,0,0
1327,ship,,0,0,0,0,0,0,0
1328,damage,,0,0,0,0,0,0,0
1329,impossible,,0,0,0,0,0,0,0
1330,stays,,0,0,0,0,0,0,0
1331,minute,,0,0,0,0,0,0,0
1332,nicer,,0,0,0,0,0,0,0
1333,providing,,0,0,0,0,0,0,0
1334,obsessed,,0,0,0,0,0,0,0
1335,matching,,0,0,0,0,0,0,0
1336,cost,,0,0,0,0,0,0,0
1337,reasonable,,0,0,0,0,0,0,0
1338,slipper,,0,0,0,0,0,0,0
1339,stitch,,0,0,0,0,0,0,0
1340,complaints,,0,0,0,0,0,0,0
1341,spend,,0,0,0,0,0,0,0
1342,workmanship,,0,0,0,0,0,0,0
1343,appreciate,,0,0,0,0,0,0,0
1344,junk,,0,0,0,0,0,0,0
1345,seven,,0,0,0,0,0,0,0
1346,exchanged,,0,0,0,0,0,0,0
1347,takes,,0,0,0,0,0,0,0
1348,edges,,0,0,0,0,0,0,0
1349,sizesbr,,0,0,0,0,0,0,0
1350,check,,0,0,0,0,0,0,0
1351,loosened,,0,0,0,0,0,0,0
1352,march,,0,0,0,0,0,0,0
1353,snow,,0,0,0,0,0,0,0
1354,april,,0,0,0,0,0,0,0
1355,grateful,,0,0,0,0,0,0,0
1356,existing,,0,0,0,0,0,0,0
1357,inventory,,0,0,0,0,0,0,0
1358,orange,,0,0,0,0,0,0,0
1359,named,,0,0,0,0,0,0,0
1360,relax,,0,0,0,0,0,0,0
1361,europe,,0,0,0,0,0,0,0
1362,unavailable,,0,0,0,0,0,0,0
1363,irritate,,0,0,0,0,0,0,0
1364,luckily,,0,0,0,0,0,0,0
1365,achy,,0,0,0,0,0,0,0
1366,feetbr,,0,0,0,0,0,0,0
1367,cons,,0,0,0,0,0,0,0
1368,pleasant,,0,0,0,0,0,0,0
1369,surprise,,0,0,0,0,0,0,0
1370,expecting,,0,0,0,0,0,0,0
1371,justice,,0,0,0,0,0,0,0
1372,pinky,,0,0,0,0,0,0,0
1373,stress,,0,0,0,0,0,0,0
1374,wrap,,0,0,0,0,0,0,0
1375,shifts,,0,0,0,0,0,0,0
1376,fairly,,0,0,0,0,0,0,0
1377,portion,,0,0,0,0,0,0,0
1378,anti,,0,0,0,0,0,0,0
1379,footed,,0,0,0,0,0,0,0
1380,multiple,,0,0,0,0,0,0,0
1381,stink,,0,0,0,0,0,0,0
1382,happened,,0,0,0,0,0,0,0
1383,searching,,0,0,0,0,0,0,0
1384,choice,,0,0,0,0,0,0,0
1385,newer,,0,0,0,0,0,0,0
1386,row,,0,0,0,0,0,0,0
1387,layer,,0,0,0,0,0,0,0
1388,clear,,0,0,0,0,0,0,0
1389,dinner,,0,0,0,0,0,0,0
1390,sunday,,0,0,0,0,0,0,0
1391,lasted,,0,0,0,0,0,0,0
1392,primary,,0,0,0,0,0,0,0
1393,fitted,,0,0,0,0,0,0,0
1394,hrs,,0,0,0,0,0,0,0
1395,worse,,0,0,0,0,0,0,0
1396,designed,,0,0,0,0,0,0,0
1397,tendinitis,,0,0,0,0,0,0,0
1398,suede,,0,0,0,0,0,0,0
1399,suited,,0,0,0,0,0,0,0
1400,supported,,0,0,0,0,0,0,0
1401,spongy,,0,0,0,0,0,0,0
1402,preferred,,0,0,0,0,0,0,0
1403,firm,,0,0,0,0,0,0,0
1404,excelent,,0,0,0,0,0,0,0
1405,sneaker,,0,0,0,0,0,0,0
1406,busy,,0,0,0,0,0,0,0
1407,standwalk,,0,0,0,0,0,0,0
1408,kinds,,0,0,0,0,0,0,0
1409,extreme,,0,0,0,0,0,0,0
1410,repair,,0,0,0,0,0,0,0
1411,truly,,0,0,0,0,0,0,0
1412,purchases,,0,0,0,0,0,0,0
1413,door,,0,0,0,0,0,0,0
1414,various,,0,0,0,0,0,0,0
1415,telling,,0,0,0,0,0,0,0
1416,addition,,0,0,0,0,0,0,0
1417,sounded,,0,0,0,0,0,0,0
1418,goto,,0,0,0,0,0,0,0
1419,including,,0,0,0,0,0,0,0
1420,paid,,0,0,0,0,0,0,0
1421,replaced,,0,0,0,0,0,0,0
1422,hassle,,0,0,0,0,0,0,0
1423,sort,,0,0,0,0,0,0,0
1424,bothers,,0,0,0,0,0,0,0
1425,casually,,0,0,0,0,0,0,0
1426,dressed,,0,0,0,0,0,0,0
1427,change,,0,0,0,0,0,0,0
1428,surprisingly,,0,0,0,0,0,0,0
1429,rumblers,,0,0,0,0,0,0,0
1430,hangs,,0,0,0,0,0,0,0
1431,broken,,0,0,0,0,0,0,0
1432,push,,0,0,0,0,0,0,0
1433,lil,,0,0,0,0,0,0,0
1434,youll,,0,0,0,0,0,0,0
1435,sealed,,0,0,0,0,0,0,0
1436,wearbr,,0,0,0,0,0,0,0
1437,replacement,,0,0,0,0,0,0,0
1438,adore,,0,0,0,0,0,0,0
1439,understand,,0,0,0,0,0,0,0
1440,rock,,0,0,0,0,0,0,0
1441,clothing,,0,0,0,0,0,0,0
1442,opened,,0,0,0,0,0,0,0
1443,email,,0,0,0,0,0,0,0
1444,choose,,0,0,0,0,0,0,0
1445,slowly,,0,0,0,0,0,0,0
1446,breath,,0,0,0,0,0,0,0
1447,exact,,0,0,0,0,0,0,0
1448,puts,,0,0,0,0,0,0,0
1449,concept,,0,0,0,0,0,0,0
1450,low,,0,0,0,0,0,0,0
1451,liner,,0,0,0,0,0,0,0
1452,experienced,,0,0,0,0,0,0,0
1453,usa,,0,0,0,0,0,0,0
1454,july,,0,0,0,0,0,0,0
1455,overseas,,0,0,0,0,0,0,0
1456,sandalsbr,,0,0,0,0,0,0,0
1457,posted,,0,0,0,0,0,0,0
1458,ring,,0,0,0,0,0,0,0
1459,pad,,0,0,0,0,0,0,0
1460,fitbr,,0,0,0,0,0,0,0
1461,legs,,0,0,0,0,0,0,0
1462,thesebr,,0,0,0,0,0,0,0
1463,staying,,0,0,0,0,0,0,0
1464,entire,,0,0,0,0,0,0,0
1465,placed,,0,0,0,0,0,0,0
1466,reality,,0,0,0,0,0,0,0
1467,dark,,0,0,0,0,0,0,0
1468,combination,,0,0,0,0,0,0,0
1469,imo,,0,0,0,0,0,0,0
1470,strong,,0,0,0,0,0,0,0
1471,glue,,0,0,0,0,0,0,0
1472,stuff,,0,0,0,0,0,0,0
1473,doubts,,0,0,0,0,0,0,0
1474,quiet,,0,0,0,0,0,0,0
1475,noises,,0,0,0,0,0,0,0
1476,babies,,0,0,0,0,0,0,0
1477,waiting,,0,0,0,0,0,0,0
1478,friendly,,0,0,0,0,0,0,0
1479,sale,,0,0,0,0,0,0,0
1480,positive,,0,0,0,0,0,0,0
1481,reviewer,,0,0,0,0,0,0,0
1482,certainly,,0,0,0,0,0,0,0
1483,complete,,0,0,0,0,0,0,0
1484,agree,,0,0,0,0,0,0,0
1485,navy,,0,0,0,0,0,0,0
1486,payless,,0,0,0,0,0,0,0
1487,absorb,,0,0,0,0,0,0,0
1488,gross,,0,0,0,0,0,0,0
1489,pricebr,,0,0,0,0,0,0,0
1490,thankfully,,0,0,0,0,0,0,0
1491,pains,,0,0,0,0,0,0,0
1492,morning,,0,0,0,0,0,0,0
1493,afternoon,,0,0,0,0,0,0,0
1494,fourth,,0,0,0,0,0,0,0
1495,ache,,0,0,0,0,0,0,0
1496,receiving,,0,0,0,0,0,0,0
1497,disneyland,,0,0,0,0,0,0,0
1498,play,,0,0,0,0,0,0,0
1499,confortable,,0,0,0,0,0,0,0
1500,slipbr,,0,0,0,0,0,0,0
1501,sundresses,,0,0,0,0,0,0,0
1502,city,,0,0,0,0,0,0,0
1503,interested,,0,0,0,0,0,0,0
1504,late,,0,0,0,0,0,0,0
1505,daughters,,0,0,0,0,0,0,0
1506,set,,0,0,0,0,0,0,0
1507,amusement,,0,0,0,0,0,0,0
1508,stopped,,0,0,0,0,0,0,0
1509,lacked,,0,0,0,0,0,0,0
1510,present,,0,0,0,0,0,0,0
1511,heart,,0,0,0,0,0,0,0
1512,boots,,0,0,0,0,0,0,0
1513,heals,,0,0,0,0,0,0,0
1514,rating,,0,0,0,0,0,0,0
1515,absolute,,0,0,0,0,0,0,0
1516,proof,,0,0,0,0,0,0,0
1517,drag,,0,0,0,0,0,0,0
1518,picked,,0,0,0,0,0,0,0
1519,clearance,,0,0,0,0,0,0,0
1520,learn,,0,0,0,0,0,0,0
1521,fracture,,0,0,0,0,0,0,0
1522,thrown,,0,0,0,0,0,0,0
1523,weekend,,0,0,0,0,0,0,0
1524,outlet,,0,0,0,0,0,0,0
1525,hopes,,0,0,0,0,0,0,0
1526,shipped,,0,0,0,0,0,0,0
1527,anyways,,0,0,0,0,0,0,0
1528,standards,,0,0,0,0,0,0,0
1529,exceeded,,0,0,0,0,0,0,0
1530,expectations,,0,0,0,0,0,0,0
1531,unbelievable,,0,0,0,0,0,0,0
1532,heavy,,0,0,0,0,0,0,0
1533,studs,,0,0,0,0,0,0,0
1534,padded,,0,0,0,0,0,0,0
1535,visible,,0,0,0,0,0,0,0
1536,sending,,0,0,0,0,0,0,0
1537,missing,,0,0,0,0,0,0,0
1538,ahead,,0,0,0,0,0,0,0
1539,specifically,,0,0,0,0,0,0,0
1540,starts,,0,0,0,0,0,0,0
1541,enjoy,,0,0,0,0,0,0,0
1542,smallest,,0,0,0,0,0,0,0
1543,measure,,0,0,0,0,0,0,0
1544,hotel,,0,0,0,0,0,0,0
1545,sparkles,,0,0,0,0,0,0,0
1546,florida,,0,0,0,0,0,0,0
1547,solution,,0,0,0,0,0,0,0
1548,separate,,0,0,0,0,0,0,0
1549,prevents,,0,0,0,0,0,0,0
1550,possibility,,0,0,0,0,0,0,0
1551,causing,,0,0,0,0,0,0,0
1552,state,,0,0,0,0,0,0,0
1553,happier,,0,0,0,0,0,0,0
1554,asics,,0,0,0,0,0,0,0
1555,crying,,0,0,0,0,0,0,0
1556,mail,,0,0,0,0,0,0,0
1557,mean,,0,0,0,0,0,0,0
1558,inbr,,0,0,0,0,0,0,0
1559,angle,,0,0,0,0,0,0,0
1560,rid,,0,0,0,0,0,0,0
1561,listed,,0,0,0,0,0,0,0
1562,asking,,0,0,0,0,0,0,0
1563,spilled,,0,0,0,0,0,0,0
1564,personal,,0,0,0,0,0,0,0
1565,structure,,0,0,0,0,0,0,0
1566,teach,,0,0,0,0,0,0,0
1567,bronze,,0,0,0,0,0,0,0
1568,bonus,,0,0,0,0,0,0,0
1569,sooner,,0,0,0,0,0,0,0
1570,changed,,0,0,0,0,0,0,0
1571,boat,,0,0,0,0,0,0,0
1572,skid,,0,0,0,0,0,0,0
1573,labeled,,0,0,0,0,0,0,0
1574,incorrectly,,0,0,0,0,0,0,0
1575,forth,,0,0,0,0,0,0,0
1576,moving,,0,0,0,0,0,0,0
1577,double,,0,0,0,0,0,0,0
1578,talking,,0,0,0,0,0,0,0
1579,synthetic,,0,0,0,0,0,0,0
1580,absorbing,,0,0,0,0,0,0,0
1581,food,,0,0,0,0,0,0,0
1582,setting,,0,0,0,0,0,0,0
1583,complain,,0,0,0,0,0,0,0
1584,ridiculously,,0,0,0,0,0,0,0
1585,traction,,0,0,0,0,0,0,0
1586,field,,0,0,0,0,0,0,0
1587,moms,,0,0,0,0,0,0,0
1588,build,,0,0,0,0,0,0,0
1589,speed,,0,0,0,0,0,0,0
1590,reliable,,0,0,0,0,0,0,0
1591,aching,,0,0,0,0,0,0,0
1592,ate,,0,0,0,0,0,0,0
1593,reccomend,,0,0,0,0,0,0,0
1594,slipons,,0,0,0,0,0,0,0
1595,feather,,0,0,0,0,0,0,0
1596,answer,,0,0,0,0,0,0,0
1597,measured,,0,0,0,0,0,0,0
1598,fear,,0,0,0,0,0,0,0
1599,edit,,0,0,0,0,0,0,0
1600,confort,,0,0,0,0,0,0,0
1601,bartender,,0,0,0,0,0,0,0
1602,pushes,,0,0,0,0,0,0,0
1603,hate,,0,0,0,0,0,0,0
1604,hopeful,,0,0,0,0,0,0,0
1605,awsome,,0,0,0,0,0,0,0
1606,gold,,0,0,0,0,0,0,0
1607,chewed,,0,0,0,0,0,0,0
1608,pricey,,0,0,0,0,0,0,0
1609,daybr,,0,0,0,0,0,0,0
1610,lighter,,0,0,0,0,0,0,0
1611,carrying,,0,0,0,0,0,0,0
1612,widths,,0,0,0,0,0,0,0
1613,fair,,0,0,0,0,0,0,0
1614,reorder,,0,0,0,0,0,0,0
1615,hit,,0,0,0,0,0,0,0
1616,slick,,0,0,0,0,0,0,0
1617,downside,,0,0,0,0,0,0,0
1618,greatest,,0,0,0,0,0,0,0
1619,durability,,0,0,0,0,0,0,0
1620,ease,,0,0,0,0,0,0,0
1621,cleaning,,0,0,0,0,0,0,0
1622,kicking,,0,0,0,0,0,0,0
1623,thx,,0,0,0,0,0,0,0
1624,manufacturer,,0,0,0,0,0,0,0
1625,contacted,,0,0,0,0,0,0,0
1626,compromise,,0,0,0,0,0,0,0
1627,occasion,,0,0,0,0,0,0,0
1628,rated,,0,0,0,0,0,0,0
1629,vendor,,0,0,0,0,0,0,0
1630,benefit,,0,0,0,0,0,0,0
1631,include,,0,0,0,0,0,0,0
1632,surface,,0,0,0,0,0,0,0
1633,free,,0,0,0,0,0,0,0
1634,thankyou,,0,0,0,0,0,0,0
1635,yr,,0,0,0,0,0,0,0
1636,event,,0,0,0,0,0,0,0
1637,wearable,,0,0,0,0,0,0,0
1638,blend,,0,0,0,0,0,0,0
1639,impact,,0,0,0,0,0,0,0
1640,tag,,0,0,0,0,0,0,0
1641,fallen,,0,0,0,0,0,0,0
1642,indicated,,0,0,0,0,0,0,0
1643,jog,,0,0,0,0,0,0,0
1644,scandals,,0,0,0,0,0,0,0
1645,importantly,,0,0,0,0,0,0,0
1646,ðŸ˜,,0,0,0,0,0,0,0
1647,require,,0,0,0,0,0,0,0
1648,sizebr,,0,0,0,0,0,0,0
1649,forgot,,0,0,0,0,0,0,0
1650,cramping,,0,0,0,0,0,0,0
1651,beat,,0,0,0,0,0,0,0
1652,complains,,0,0,0,0,0,0,0
1653,bending,,0,0,0,0,0,0,0
1654,wiggle,,0,0,0,0,0,0,0
1655,nonstop,,0,0,0,0,0,0,0
1656,bunion,,0,0,0,0,0,0,0
1657,def,,0,0,0,0,0,0,0
1658,reg,,0,0,0,0,0,0,0
1659,checked,,0,0,0,0,0,0,0
1660,stairs,,0,0,0,0,0,0,0
1661,conditions,,0,0,0,0,0,0,0
1662,fingers,,0,0,0,0,0,0,0
1663,sketches,,0,0,0,0,0,0,0
1664,iam,,0,0,0,0,0,0,0
1665,fixed,,0,0,0,0,0,0,0
1666,ups,,0,0,0,0,0,0,0
1667,injury,,0,0,0,0,0,0,0
1668,toneups,,0,0,0,0,0,0,0
1669,feature,,0,0,0,0,0,0,0
1670,dye,,0,0,0,0,0,0,0
1671,harder,,0,0,0,0,0,0,0
1672,tone,,0,0,0,0,0,0,0
1673,sharp,,0,0,0,0,0,0,0
1674,stupid,,0,0,0,0,0,0,0
1675,brandbr,,0,0,0,0,0,0,0
1676,hiking,,0,0,0,0,0,0,0
1677,flimsy,,0,0,0,0,0,0,0
1678,record,,0,0,0,0,0,0,0
1679,fail,,0,0,0,0,0,0,0
1680,trim,,0,0,0,0,0,0,0
1681,mentioned,,0,0,0,0,0,0,0
1682,jewels,,0,0,0,0,0,0,0
1683,blew,,0,0,0,0,0,0,0
1684,raised,,0,0,0,0,0,0,0
1685,toneup,,0,0,0,0,0,0,0
1686,annoyed,,0,0,0,0,0,0,0
1687,equally,,0,0,0,0,0,0,0
1688,supportbr,,0,0,0,0,0,0,0
1689,june,,0,0,0,0,0,0,0
1690,self,,0,0,0,0,0,0,0
1691,necessary,,0,0,0,0,0,0,0
1692,rugged,,0,0,0,0,0,0,0
1693,pack,,0,0,0,0,0,0,0
1694,hadnt,,0,0,0,0,0,0,0
1695,dollars,,0,0,0,0,0,0,0
1696,ridiculous,,0,0,0,0,0,0,0
1697,faulty,,0,0,0,0,0,0,0
1698,save,,0,0,0,0,0,0,0
1699,walmart,,0,0,0,0,0,0,0
1700,warmer,,0,0,0,0,0,0,0
1701,longest,,0,0,0,0,0,0,0
1702,glued,,0,0,0,0,0,0,0
1703,policy,,0,0,0,0,0,0,0
1704,eliminated,,0,0,0,0,0,0,0
1705,slack,,0,0,0,0,0,0,0
1706,assuming,,0,0,0,0,0,0,0
1707,things,,0,0,0,0,0,0,0
1708,gap,,0,0,0,0,0,0,0
1709,matters,,0,0,0,0,0,0,0
1710,virtually,,0,0,0,0,0,0,0
1711,law,,0,0,0,0,0,0,0
1712,scketchers,,0,0,0,0,0,0,0
1713,specially,,0,0,0,0,0,0,0
1714,pulling,,0,0,0,0,0,0,0
1715,flex,,0,0,0,0,0,0,0
1716,darker,,0,0,0,0,0,0,0
1717,leggings,,0,0,0,0,0,0,0
1718,sparkly,,0,0,0,0,0,0,0
1719,squeaks,,0,0,0,0,0,0,0
1720,instantly,,0,0,0,0,0,0,0
1721,carpet,,0,0,0,0,0,0,0
1722,receipt,,0,0,0,0,0,0,0
1723,worthless,,0,0,0,0,0,0,0
1724,coating,,0,0,0,0,0,0,0
1725,uses,,0,0,0,0,0,0,0
1726,shoebr,,0,0,0,0,0,0,0
1727,value,,0,0,0,0,0,0,0
1728,substantial,,0,0,0,0,0,0,0
1729,funky,,0,0,0,0,0,0,0
1730,follow,,0,0,0,0,0,0,0
1731,suit,,0,0,0,0,0,0,0
1732,cleaned,,0,0,0,0,0,0,0
1733,packed,,0,0,0,0,0,0,0
1734,compliant,,0,0,0,0,0,0,0
1735,negative,,0,0,0,0,0,0,0
1736,grocery,,0,0,0,0,0,0,0
1737,weekends,,0,0,0,0,0,0,0
1738,shouldnt,,0,0,0,0,0,0,0
1739,shock,,0,0,0,0,0,0,0
1740,health,,0,0,0,0,0,0,0
1741,swim,,0,0,0,0,0,0,0
1742,signs,,0,0,0,0,0,0,0
1743,turned,,0,0,0,0,0,0,0
1744,blame,,0,0,0,0,0,0,0
1745,honestly,,0,0,0,0,0,0,0
1746,defiantly,,0,0,0,0,0,0,0
1747,frequently,,0,0,0,0,0,0,0
1748,scraping,,0,0,0,0,0,0,0
1749,won,,0,0,0,0,0,0,0
1750,till,,0,0,0,0,0,0,0
1751,cheaply,,0,0,0,0,0,0,0
1752,intend,,0,0,0,0,0,0,0
1753,injuries,,0,0,0,0,0,0,0
1754,differently,,0,0,0,0,0,0,0
1755,slipon,,0,0,0,0,0,0,0
1756,rocks,,0,0,0,0,0,0,0
1757,shown,,0,0,0,0,0,0,0
1758,information,,0,0,0,0,0,0,0
1759,ability,,0,0,0,0,0,0,0
1760,gal,,0,0,0,0,0,0,0
1761,attempt,,0,0,0,0,0,0,0
1762,purchasebr,,0,0,0,0,0,0,0
1763,laces,,0,0,0,0,0,0,0
1764,ton,,0,0,0,0,0,0,0
1765,grand,,0,0,0,0,0,0,0
1766,split,,0,0,0,0,0,0,0
1767,road,,0,0,0,0,0,0,0
1768,grass,,0,0,0,0,0,0,0
1769,dirt,,0,0,0,0,0,0,0
1770,sport,,0,0,0,0,0,0,0
1771,neon,,0,0,0,0,0,0,0
1772,patent,,0,0,0,0,0,0,0
1773,steep,,0,0,0,0,0,0,0
1774,lasts,,0,0,0,0,0,0,0
1775,linoleum,,0,0,0,0,0,0,0
1776,floorsbr,,0,0,0,0,0,0,0
1777,direct,,0,0,0,0,0,0,0
1778,transaction,,0,0,0,0,0,0,0
1779,changing,,0,0,0,0,0,0,0
1780,treat,,0,0,0,0,0,0,0
1781,stocking,,0,0,0,0,0,0,0
1782,keeper,,0,0,0,0,0,0,0
1783,lite,,0,0,0,0,0,0,0
1784,bucks,,0,0,0,0,0,0,0
1785,claims,,0,0,0,0,0,0,0
1786,undone,,0,0,0,0,0,0,0
1787,son,,0,0,0,0,0,0,0
1788,word,,0,0,0,0,0,0,0
1789,refuses,,0,0,0,0,0,0,0
1790,carefully,,0,0,0,0,0,0,0
1791,body,,0,0,0,0,0,0,0
1792,site,,0,0,0,0,0,0,0
1793,credit,,0,0,0,0,0,0,0
1794,folks,,0,0,0,0,0,0,0
1795,realized,,0,0,0,0,0,0,0
1796,warning,,0,0,0,0,0,0,0
1797,gowalk,,0,0,0,0,0,0,0
1798,strip,,0,0,0,0,0,0,0
1799,wise,,0,0,0,0,0,0,0
1800,allbr,,0,0,0,0,0,0,0
1801,investment,,0,0,0,0,0,0,0
1802,question,,0,0,0,0,0,0,0
1803,packaged,,0,0,0,0,0,0,0
1804,hear,,0,0,0,0,0,0,0
1805,sigh,,0,0,0,0,0,0,0
1806,labor,,0,0,0,0,0,0,0
1807,lawn,,0,0,0,0,0,0,0
1808,occasionally,,0,0,0,0,0,0,0
1809,exercise,,0,0,0,0,0,0,0
1810,carpeted,,0,0,0,0,0,0,0
1811,remove,,0,0,0,0,0,0,0
1812,minimal,,0,0,0,0,0,0,0
1813,activity,,0,0,0,0,0,0,0
1814,spending,,0,0,0,0,0,0,0
1815,note,,0,0,0,0,0,0,0
1816,steel,,0,0,0,0,0,0,0
1817,toed,,0,0,0,0,0,0,0
1818,usage,,0,0,0,0,0,0,0
1819,truck,,0,0,0,0,0,0,0
1820,brought,,0,0,0,0,0,0,0
1821,swap,,0,0,0,0,0,0,0
1822,tied,,0,0,0,0,0,0,0
1823,manufacturing,,0,0,0,0,0,0,0
1824,staff,,0,0,0,0,0,0,0
1825,tow,,0,0,0,0,0,0,0
1826,warned,,0,0,0,0,0,0,0
1827,widebr,,0,0,0,0,0,0,0
1828,drawback,,0,0,0,0,0,0,0
1829,decent,,0,0,0,0,0,0,0
1830,safety,,0,0,0,0,0,0,0
1831,nonslip,,0,0,0,0,0,0,0
1832,gotta,,0,0,0,0,0,0,0
1833,concerned,,0,0,0,0,0,0,0
1834,airports,,0,0,0,0,0,0,0
1835,ruined,,0,0,0,0,0,0,0
1836,pictures,,0,0,0,0,0,0,0
1837,web,,0,0,0,0,0,0,0
1838,severely,,0,0,0,0,0,0,0
1839,andor,,0,0,0,0,0,0,0
1840,sellers,,0,0,0,0,0,0,0
1841,winter,,0,0,0,0,0,0,0
1842,military,,0,0,0,0,0,0,0
1843,waterproof,,0,0,0,0,0,0,0
1844,contacting,,0,0,0,0,0,0,0
1845,warranty,,0,0,0,0,0,0,0
1846,faster,,0,0,0,0,0,0,0
1847,obviously,,0,0,0,0,0,0,0
1848,meant,,0,0,0,0,0,0,0
1849,boot,,0,0,0,0,0,0,0
1850,outer,,0,0,0,0,0,0,0
1851,tongue,,0,0,0,0,0,0,0
1852,environment,,0,0,0,0,0,0,0
1853,frayed,,0,0,0,0,0,0,0
1854,lace,,0,0,0,0,0,0,0
1855,pinches,,0,0,0,0,0,0,0
1856,prices,,0,0,0,0,0,0,0
1857,sufficient,,0,0,0,0,0,0,0
1858,digging,,0,0,0,0,0,0,0
1859,proved,,0,0,0,0,0,0,0
1860,unacceptable,,0,0,0,0,0,0,0
1861,crushed,,0,0,0,0,0,0,0
1862,hammer,,0,0,0,0,0,0,0
1863,stinky,,0,0,0,0,0,0,0
1864,mad,,0,0,0,0,0,0,0
1865,shop,,0,0,0,0,0,0,0
1866,uppers,,0,0,0,0,0,0,0
1867,ripped,,0,0,0,0,0,0,0
1868,crap,,0,0,0,0,0,0,0
1869,amazons,,0,0,0,0,0,0,0
1870,nowbr,,0,0,0,0,0,0,0
1871,paint,,0,0,0,0,0,0,0
1872,restaurant,,0,0,0,0,0,0,0
1873,nursing,,0,0,0,0,0,0,0
1874,student,,0,0,0,0,0,0,0
1875,crews,,0,0,0,0,0,0,0
1876,shift,,0,0,0,0,0,0,0
1877,recomend,,0,0,0,0,0,0,0
1878,occur,,0,0,0,0,0,0,0
1879,slacks,,0,0,0,0,0,0,0
1880,shirt,,0,0,0,0,0,0,0
1881,hospital,,0,0,0,0,0,0,0
1882,collar,,0,0,0,0,0,0,0
1883,muscle,,0,0,0,0,0,0,0
1884,reduce,,0,0,0,0,0,0,0
1885,loud,,0,0,0,0,0,0,0
1886,squeaky,,0,0,0,0,0,0,0
1887,resistant,,0,0,0,0,0,0,0
1888,requires,,0,0,0,0,0,0,0
1889,requirement,,0,0,0,0,0,0,0
1890,kneel,,0,0,0,0,0,0,0
1891,bend,,0,0,0,0,0,0,0
1892,sign,,0,0,0,0,0,0,0
1893,puddles,,0,0,0,0,0,0,0
1894,brother,,0,0,0,0,0,0,0
1895,hes,,0,0,0,0,0,0,0
1896,kitchen,,0,0,0,0,0,0,0
1897,server,,0,0,0,0,0,0,0
1898,pros,,0,0,0,0,0,0,0
1899,custom,,0,0,0,0,0,0,0
1900,eyelets,,0,0,0,0,0,0,0
1901,requiring,,0,0,0,0,0,0,0
1902,sequence,,0,0,0,0,0,0,0
1903,weeksbr,,0,0,0,0,0,0,0
1904,invest,,0,0,0,0,0,0,0
1905,finish,,0,0,0,0,0,0,0
1906,worker,,0,0,0,0,0,0,0
1907,regardless,,0,0,0,0,0,0,0
1908,uniform,,0,0,0,0,0,0,0
1909,recent,,0,0,0,0,0,0,0
1910,develop,,0,0,0,0,0,0,0
1911,meets,,0,0,0,0,0,0,0
1912,barista,,0,0,0,0,0,0,0
1913,slipresistant,,0,0,0,0,0,0,0
1914,slipresistance,,0,0,0,0,0,0,0
1915,failure,,0,0,0,0,0,0,0
1916,itbr,,0,0,0,0,0,0,0
1917,section,,0,0,0,0,0,0,0
1918,seams,,0,0,0,0,0,0,0
1919,begun,,0,0,0,0,0,0,0
1920,resistance,,0,0,0,0,0,0,0
1921,position,,0,0,0,0,0,0,0
1922,tying,,0,0,0,0,0,0,0
1923,level,,0,0,0,0,0,0,0
1924,condition,,0,0,0,0,0,0,0
1925,includes,,0,0,0,0,0,0,0
1926,checking,,0,0,0,0,0,0,0
1927,suppose,,0,0,0,0,0,0,0
1928,gonna,,0,0,0,0,0,0,0
1929,shine,,0,0,0,0,0,0,0
1930,oily,,0,0,0,0,0,0,0
1931,tile,,0,0,0,0,0,0,0
1932,nurse,,0,0,0,0,0,0,0
1933,jump,,0,0,0,0,0,0,0
1934,currently,,0,0,0,0,0,0,0
1935,wings,,0,0,0,0,0,0,0
1936,intact,,0,0,0,0,0,0,0
1937,point,,0,0,0,0,0,0,0
1938,terrain,,0,0,0,0,0,0,0
1939,mud,,0,0,0,0,0,0,0
1940,rain,,0,0,0,0,0,0,0
1941,paced,,0,0,0,0,0,0,0
1942,umpire,,0,0,0,0,0,0,0
1943,adult,,0,0,0,0,0,0,0
1944,games,,0,0,0,0,0,0,0
1945,nike,,0,0,0,0,0,0,0
1946,greatly,,0,0,0,0,0,0,0
1947,rear,,0,0,0,0,0,0,0
1948,tab,,0,0,0,0,0,0,0
1949,hand,,0,0,0,0,0,0,0
1950,dollar,,0,0,0,0,0,0,0
1951,solved,,0,0,0,0,0,0,0
1952,greatbr,,0,0,0,0,0,0,0
1953,party,,0,0,0,0,0,0,0
1954,protection,,0,0,0,0,0,0,0
1955,warehouse,,0,0,0,0,0,0,0
1956,sfc,,0,0,0,0,0,0,0
1957,flooring,,0,0,0,0,0,0,0
1958,restaurants,,0,0,0,0,0,0,0
1959,research,,0,0,0,0,0,0,0
1960,safe,,0,0,0,0,0,0,0
1961,sun,,0,0,0,0,0,0,0
1962,hey,,0,0,0,0,0,0,0
1963,indoor,,0,0,0,0,0,0,0
1964,february,,0,0,0,0,0,0,0
1965,splitting,,0,0,0,0,0,0,0
1966,served,,0,0,0,0,0,0,0
1967,corresponds,,0,0,0,0,0,0,0
1968,seated,,0,0,0,0,0,0,0
1969,man,,0,0,0,0,0,0,0
