Number of pairs,65209.000000
Number of unique pairs,8257
Average pair frequency,7.897420
Pair entropy,8.403745

Pair,Frequency,Proportion,Entropy Term,Mutual Information
typically wear,6.000000,0.000092,0.000855,3.504218
typically size,4.000000,0.000061,0.000595,3.085752
typically wide,3.000000,0.000046,0.000459,4.016422
start comfortable,3.000000,0.000046,0.000459,1.215447
start wearing,6.000000,0.000092,0.000855,3.597258
start hurt,5.000000,0.000077,0.000727,4.351847
start fall,3.000000,0.000046,0.000459,5.073165
start school,3.000000,0.000046,0.000459,3.825517
start apart,4.000000,0.000061,0.000595,4.382252
issue shoes,4.000000,0.000061,0.000595,0.927270
completely shoe,4.000000,0.000061,0.000595,1.947270
completely satisfied,4.000000,0.000061,0.000595,5.455826
completely worn,4.000000,0.000061,0.000595,3.637159
completely different,4.000000,0.000061,0.000595,4.226717
completely fell,4.000000,0.000061,0.000595,5.402716
completely apart,7.000000,0.000107,0.000981,5.018829
products time,3.000000,0.000046,0.000459,3.597712
non shoe,3.000000,0.000046,0.000459,1.140794
non shoes,12.000000,0.000184,0.001583,1.584050
non work,6.000000,0.000092,0.000855,2.069822
non soles,4.000000,0.000061,0.000595,3.953933
non sole,8.000000,0.000123,0.001105,4.069168
non slip,60.000000,0.000920,0.006433,5.903023
non slips,3.000000,0.000046,0.000459,5.612161
non grip,3.000000,0.000046,0.000459,5.289388
non works,3.000000,0.000046,0.000459,4.408188
non skid,6.000000,0.000092,0.000855,6.516617
non existent,3.000000,0.000046,0.000459,7.558071
post office,3.000000,0.000046,0.000459,7.190346
yard work,9.000000,0.000138,0.001227,4.072891
design shoe,4.000000,0.000061,0.000595,1.452574
design shoes,5.000000,0.000077,0.000727,0.732678
design look,3.000000,0.000046,0.000459,2.391065
design feet,3.000000,0.000046,0.000459,1.377611
design flaw,5.000000,0.000077,0.000727,7.245697
ankle shoe,3.000000,0.000046,0.000459,1.308931
ankle wear,4.000000,0.000061,0.000595,1.831805
ankle pain,3.000000,0.000046,0.000459,3.820874
ankle support,6.000000,0.000092,0.000855,3.309378
ankle surgery,3.000000,0.000046,0.000459,5.780298
ankle knee,3.000000,0.000046,0.000459,6.116770
pillows feet,3.000000,0.000046,0.000459,2.951117
wasnt sure,5.000000,0.000077,0.000727,4.764280
wasnt able,4.000000,0.000061,0.000595,5.299289
tough shoes,7.000000,0.000107,0.000981,2.531431
tough work,3.000000,0.000046,0.000459,2.863053
red green,3.000000,0.000046,0.000459,6.715888
red blue,7.000000,0.000107,0.000981,6.421089
red wing,8.000000,0.000123,0.001105,8.325326
red yellow,3.000000,0.000046,0.000459,7.344497
floor day,5.000000,0.000077,0.000727,2.734110
balance shoes,6.000000,0.000092,0.000855,1.855983
trouble shoes,5.000000,0.000077,0.000727,1.881301
trouble feet,7.000000,0.000107,0.000981,3.373532
trouble finding,7.000000,0.000107,0.000981,7.013140
generally skechers,3.000000,0.000046,0.000459,3.707924
roomy toe,3.000000,0.000046,0.000459,3.529324
leg pain,7.000000,0.000107,0.000981,5.672755
ankles knees,3.000000,0.000046,0.000459,6.763141
priced right,3.000000,0.000046,0.000459,4.439279
padding shoe,3.000000,0.000046,0.000459,1.528560
padding shoes,3.000000,0.000046,0.000459,0.585521
padding comfortable,4.000000,0.000061,0.000595,1.449062
padding feet,3.000000,0.000046,0.000459,1.741279
padding foot,4.000000,0.000061,0.000595,2.972557
typical shoes,3.000000,0.000046,0.000459,1.738200
typical skechers,3.000000,0.000046,0.000459,3.707924
socks time,3.000000,0.000046,0.000459,1.908231
socks feet,3.000000,0.000046,0.000459,0.916796
socks day,3.000000,0.000046,0.000459,1.226951
socks fit,3.000000,0.000046,0.000459,0.937205
notice wearing,4.000000,0.000061,0.000595,4.089735
breakin period,3.000000,0.000046,0.000459,7.675854
job shoes,4.000000,0.000061,0.000595,0.224906
job feet,8.000000,0.000123,0.001105,2.073812
job day,6.000000,0.000092,0.000855,2.096284
job stand,4.000000,0.000061,0.000595,4.327126
job requires,8.000000,0.000123,0.001105,6.668931
teacher day,3.000000,0.000046,0.000459,3.696590
zero pain,3.000000,0.000046,0.000459,5.039032
zero arch,6.000000,0.000092,0.000855,4.952300
zero support,6.000000,0.000092,0.000855,4.527535
zero drop,3.000000,0.000046,0.000459,7.845753
higher shoe,4.000000,0.000061,0.000595,2.491997
higher arch,3.000000,0.000046,0.000459,3.936379
slipped heel,4.000000,0.000061,0.000595,4.493346
silver studs,3.000000,0.000046,0.000459,8.387020
tread shoe,3.000000,0.000046,0.000459,2.352735
slippery floors,3.000000,0.000046,0.000459,5.189832
box shoe,4.000000,0.000061,0.000595,1.254123
box wore,3.000000,0.000046,0.000459,2.826338
box shoes,5.000000,0.000077,0.000727,0.534227
box size,3.000000,0.000046,0.000459,1.188632
box tight,3.000000,0.000046,0.000459,3.027009
box little,3.000000,0.000046,0.000459,1.800222
box wide,3.000000,0.000046,0.000459,2.406984
theses love,3.000000,0.000046,0.000459,2.685665
theses shoes,12.000000,0.000184,0.001583,3.019134
suggest size,5.000000,0.000077,0.000727,3.596578
bernie mev,4.000000,0.000061,0.000595,10.379450
wouldve better,3.000000,0.000046,0.000459,5.146561
exchange size,9.000000,0.000138,0.001227,3.395907
exchange half,3.000000,0.000046,0.000459,4.188315
exchange smaller,3.000000,0.000046,0.000459,4.359884
average shoe,4.000000,0.000061,0.000595,2.723799
average feet,3.000000,0.000046,0.000459,2.648836
fashionable comfortable,5.000000,0.000077,0.000727,2.824885
fashionable sandals,3.000000,0.000046,0.000459,4.576728
finding shoe,5.000000,0.000077,0.000727,2.418875
finding shoes,18.000000,0.000276,0.002262,2.756770
finding comfortable,11.000000,0.000169,0.001465,2.840152
finding fit,8.000000,0.000123,0.001105,3.122007
heal foot,3.000000,0.000046,0.000459,3.172578
hurting shoes,3.000000,0.000046,0.000459,0.799931
hurting feet,6.000000,0.000092,0.000855,2.648836
hurting hour,4.000000,0.000061,0.000595,4.951421
hurting wearing,3.000000,0.000046,0.000459,3.064454
helped pain,3.000000,0.000046,0.000459,4.905500
skirts shorts,5.000000,0.000077,0.000727,8.251218
skirts dresses,3.000000,0.000046,0.000459,7.546237
athletic shoes,12.000000,0.000184,0.001583,3.070427
finally shoe,3.000000,0.000046,0.000459,1.960693
finally comfortable,3.000000,0.000046,0.000459,1.593513
slides forward,3.000000,0.000046,0.000459,6.853090
working shoe,3.000000,0.000046,0.000459,0.581179
working great,3.000000,0.000046,0.000459,0.600415
working walking,3.000000,0.000046,0.000459,2.118182
working shoes,10.000000,0.000153,0.001347,0.842112
working comfortable,3.000000,0.000046,0.000459,0.213998
working feet,10.000000,0.000153,0.001347,1.997870
working hour,4.000000,0.000061,0.000595,3.789630
working day,13.000000,0.000199,0.001699,2.570390
working hours,5.000000,0.000077,0.000727,2.793763
working months,5.000000,0.000077,0.000727,2.861690
working days,4.000000,0.000061,0.000595,3.066630
working yard,3.000000,0.000046,0.000459,5.263854
working concrete,5.000000,0.000077,0.000727,4.373787
working floors,3.000000,0.000046,0.000459,3.862961
working restaurant,3.000000,0.000046,0.000459,3.690348
working shift,5.000000,0.000077,0.000727,4.433506
working kitchen,6.000000,0.000092,0.000855,4.712677
working restaurants,3.000000,0.000046,0.000459,6.151158
working bar,3.000000,0.000046,0.000459,6.017626
particular shoe,4.000000,0.000061,0.000595,2.563456
particular style,3.000000,0.000046,0.000459,4.416385
particular pair,3.000000,0.000046,0.000459,2.681784
vibrant colors,3.000000,0.000046,0.000459,5.170328
care shoes,3.000000,0.000046,0.000459,1.332735
old shoe,4.000000,0.000061,0.000595,-0.306125
old love,10.000000,0.000153,0.001347,0.719952
old great,4.000000,0.000061,0.000595,-0.286888
old wore,3.000000,0.000046,0.000459,1.266091
old wear,7.000000,0.000107,0.000981,0.488683
old shoes,42.000000,0.000644,0.004733,1.102211
old feet,4.000000,0.000061,0.000595,-0.093406
old work,6.000000,0.000092,0.000855,0.335221
old style,3.000000,0.000046,0.000459,1.546804
old girl,6.000000,0.000092,0.000855,3.456347
old happy,3.000000,0.000046,0.000459,1.218300
old really,4.000000,0.000061,0.000595,0.748296
old size,7.000000,0.000107,0.000981,0.475683
old pair,13.000000,0.000199,0.001699,1.278540
old said,4.000000,0.000061,0.000595,2.085801
old worn,4.000000,0.000061,0.000595,1.383764
old loved,9.000000,0.000138,0.001227,2.284122
old doesnt,6.000000,0.000092,0.000855,2.786916
old shape,3.000000,0.000046,0.000459,2.844545
old daughter,77.000000,0.001181,0.007961,3.323526
old loves,134.000000,0.002055,0.012715,3.635408
old good,5.000000,0.000077,0.000727,0.178023
old years,3.000000,0.000046,0.000459,1.551444
old boy,5.000000,0.000077,0.000727,4.137071
old wanted,3.000000,0.000046,0.000459,2.168492
old light,3.000000,0.000046,0.000459,0.815060
old absolutely,11.000000,0.000169,0.001465,3.353831
old ones,10.000000,0.000153,0.001347,3.297742
old school,5.000000,0.000077,0.000727,2.159909
old likes,3.000000,0.000046,0.000459,2.126292
old wears,3.000000,0.000046,0.000459,1.774588
old birthday,4.000000,0.000061,0.000595,3.496192
old says,3.000000,0.000046,0.000459,1.853178
old boots,3.000000,0.000046,0.000459,1.269593
old son,35.000000,0.000537,0.004042,3.326729
old niece,8.000000,0.000123,0.001105,4.347564
old grandson,13.000000,0.000199,0.001699,3.793300
old granddaughter,16.000000,0.000245,0.002040,3.728524
supportive shoes,4.000000,0.000061,0.000595,1.419747
wet shoes,3.000000,0.000046,0.000459,0.338113
wet weather,4.000000,0.000061,0.000595,5.752518
wet floor,5.000000,0.000077,0.000727,5.436665
wet floors,19.000000,0.000291,0.002372,6.408761
wet conditions,3.000000,0.000046,0.000459,6.494456
wet surfaces,5.000000,0.000077,0.000727,6.535278
achilles tendon,3.000000,0.000046,0.000459,9.175477
thinner socks,4.000000,0.000061,0.000595,6.109753
insole great,3.000000,0.000046,0.000459,0.845916
insole shoes,6.000000,0.000092,0.000855,0.576787
insole comfortable,6.000000,0.000092,0.000855,1.152646
insole feet,3.000000,0.000046,0.000459,1.039398
insole really,5.000000,0.000077,0.000727,2.391926
insole arch,4.000000,0.000061,0.000595,2.846425
insole feel,3.000000,0.000046,0.000459,2.295196
insole fit,5.000000,0.000077,0.000727,1.570633
insole pretty,3.000000,0.000046,0.000459,2.882983
insole hard,3.000000,0.000046,0.000459,2.821107
insole makes,5.000000,0.000077,0.000727,4.091220
insole foam,3.000000,0.000046,0.000459,2.399769
insole properly,3.000000,0.000046,0.000459,5.046731
asked order,3.000000,0.000046,0.000459,4.772179
cuter person,6.000000,0.000092,0.000855,7.288408
considering wear,3.000000,0.000046,0.000459,2.811071
considering pair,4.000000,0.000061,0.000595,3.269571
complaining feet,5.000000,0.000077,0.000727,3.992571
complaining hurting,3.000000,0.000046,0.000459,6.956274
works great,9.000000,0.000138,0.001227,2.440965
works shoes,3.000000,0.000046,0.000459,0.380077
works hours,3.000000,0.000046,0.000459,3.024875
works perfectly,5.000000,0.000077,0.000727,4.219932
works good,3.000000,0.000046,0.000459,1.584120
immediately shoes,3.000000,0.000046,0.000459,1.102211
immediately like,3.000000,0.000046,0.000459,2.529399
later shoes,3.000000,0.000046,0.000459,1.017654
real shoes,6.000000,0.000092,0.000855,1.409696
real comfortable,4.000000,0.000061,0.000595,1.580090
real nice,3.000000,0.000046,0.000459,2.828088
real good,6.000000,0.000092,0.000855,2.613740
provides great,3.000000,0.000046,0.000459,2.882798
provides support,6.000000,0.000092,0.000855,4.864007
provides good,4.000000,0.000061,0.000595,3.412247
test time,3.000000,0.000046,0.000459,4.290859
compared shoes,12.000000,0.000184,0.001583,2.325987
compared nike,4.000000,0.000061,0.000595,6.795931
causes pain,3.000000,0.000046,0.000459,5.886329
causes foot,4.000000,0.000061,0.000595,4.818384
plenty toe,3.000000,0.000046,0.000459,4.222471
plenty room,7.000000,0.000107,0.000981,6.909260
shoesbr work,3.000000,0.000046,0.000459,2.406295
shoesbr br,10.000000,0.000153,0.001347,5.607072
suggested size,3.000000,0.000046,0.000459,4.407508
relaxed fit,19.000000,0.000291,0.002372,4.392469
straight work,3.000000,0.000046,0.000459,3.034903
straight hours,3.000000,0.000046,0.000459,4.500781
inner sole,8.000000,0.000123,0.001105,5.555546
inner heel,3.000000,0.000046,0.000459,4.662422
hot day,3.000000,0.000046,0.000459,2.405606
hot pink,8.000000,0.000123,0.001105,6.319007
purchasing shoes,5.000000,0.000077,0.000727,1.501811
purchasing size,4.000000,0.000061,0.000595,2.443898
purchasing pair,4.000000,0.000061,0.000595,2.627717
purchasing online,3.000000,0.000046,0.000459,5.339040
bottoms feel,3.000000,0.000046,0.000459,3.995606
knew size,3.000000,0.000046,0.000459,2.798070
knew order,3.000000,0.000046,0.000459,4.666818
help lot,4.000000,0.000061,0.000595,3.775777
help feet,9.000000,0.000138,0.001227,2.663435
help pain,3.000000,0.000046,0.000459,3.864046
help arch,3.000000,0.000046,0.000459,3.084167
holes toe,4.000000,0.000061,0.000595,4.127161
pleasantly surprised,9.000000,0.000138,0.001227,8.325326
medium foot,3.000000,0.000046,0.000459,3.837555
medium width,5.000000,0.000077,0.000727,5.989455
local shoe,4.000000,0.000061,0.000595,2.425306
local store,15.000000,0.000230,0.001927,6.580820
local stores,3.000000,0.000046,0.000459,6.286217
incredibly comfortable,7.000000,0.000107,0.000981,3.279140
twice price,3.000000,0.000046,0.000459,3.763117
met expectations,5.000000,0.000077,0.000727,8.819202
slight heel,5.000000,0.000077,0.000727,5.920462
slight large,3.000000,0.000046,0.000459,5.627586
hubby loves,3.000000,0.000046,0.000459,3.922157
previous shoes,8.000000,0.000123,0.001105,1.848201
previous pair,7.000000,0.000107,0.000981,3.063719
previous pairs,3.000000,0.000046,0.000459,4.161514
previous purchases,3.000000,0.000046,0.000459,7.246859
caused blisters,3.000000,0.000046,0.000459,5.714126
variety clothes,3.000000,0.000046,0.000459,8.610163
coming month,3.000000,0.000046,0.000459,4.246920
coming apart,18.000000,0.000276,0.002262,5.983493
coming undone,3.000000,0.000046,0.000459,7.403921
line wear,3.000000,0.000046,0.000459,2.169217
line shoes,3.000000,0.000046,0.000459,0.990986
line work,3.000000,0.000046,0.000459,2.169906
line price,3.000000,0.000046,0.000459,3.303585
threw away,3.000000,0.000046,0.000459,6.651350
held great,3.000000,0.000046,0.000459,1.639604
held better,3.000000,0.000046,0.000459,3.497902
held months,4.000000,0.000061,0.000595,3.677735
held far,5.000000,0.000077,0.000727,4.248920
held year,3.000000,0.000046,0.000459,3.040432
footbr br,3.000000,0.000046,0.000459,6.418002
ball foot,18.000000,0.000276,0.002262,5.428643
match outfit,3.000000,0.000046,0.000459,7.152606
match outfits,4.000000,0.000061,0.000595,7.083613
match uniform,3.000000,0.000046,0.000459,6.572788
birthday loved,4.000000,0.000061,0.000595,3.925038
birthday loves,5.000000,0.000077,0.000727,2.798852
birthday gift,8.000000,0.000123,0.001105,6.180370
birthday present,3.000000,0.000046,0.000459,7.071343
near future,5.000000,0.000077,0.000727,7.344497
replace shoes,6.000000,0.000092,0.000855,1.227375
replace pair,8.000000,0.000123,0.001105,2.864106
replace months,5.000000,0.000077,0.000727,3.757778
replace good,4.000000,0.000061,0.000595,2.025953
inserts shoes,4.000000,0.000061,0.000595,0.559545
inserts comfort,3.000000,0.000046,0.000459,3.233623
inserts arch,3.000000,0.000046,0.000459,2.946966
inserts fit,4.000000,0.000061,0.000595,1.735712
inserts make,3.000000,0.000046,0.000459,3.462933
inserts cushion,3.000000,0.000046,0.000459,4.156080
inserts helped,3.000000,0.000046,0.000459,5.552738
inserts help,4.000000,0.000061,0.000595,4.798966
inserts boots,4.000000,0.000061,0.000595,3.365984
plastic material,3.000000,0.000046,0.000459,4.822622
plastic piece,3.000000,0.000046,0.000459,6.536420
metal detectors,3.000000,0.000046,0.000459,9.423939
rubs little,3.000000,0.000046,0.000459,3.409659
hug foot,3.000000,0.000046,0.000459,4.936167
olive green,4.000000,0.000061,0.000595,8.721222
item great,4.000000,0.000061,0.000595,2.240944
item described,3.000000,0.000046,0.000459,6.015927
arthritis feet,3.000000,0.000046,0.000459,3.992571
worst shoe,5.000000,0.000077,0.000727,2.786600
worst shoes,9.000000,0.000138,0.001227,2.431347
worst work,5.000000,0.000077,0.000727,3.022481
worst purchased,4.000000,0.000061,0.000595,4.619760
parts foot,3.000000,0.000046,0.000459,4.530702
velcro strap,20.000000,0.000307,0.002481,5.276540
velcro shoes,8.000000,0.000123,0.001105,1.066106
velcro straps,4.000000,0.000061,0.000595,3.848281
velcro tight,3.000000,0.000046,0.000459,3.088884
velcro fit,3.000000,0.000046,0.000459,1.261444
velcro fell,6.000000,0.000092,0.000855,5.176910
velcro makes,3.000000,0.000046,0.000459,3.782032
velcro separated,5.000000,0.000077,0.000727,6.752446
delivery time,5.000000,0.000077,0.000727,3.297607
delivery shoes,4.000000,0.000061,0.000595,0.927270
delivery expected,3.000000,0.000046,0.000459,3.287375
delivery service,4.000000,0.000061,0.000595,5.474175
delivery quick,3.000000,0.000046,0.000459,5.460930
pink color,5.000000,0.000077,0.000727,4.117348
pink sparkly,3.000000,0.000046,0.000459,5.936015
pink laces,3.000000,0.000046,0.000459,4.282125
pink paint,3.000000,0.000046,0.000459,6.319007
pink purple,5.000000,0.000077,0.000727,6.765294
button turn,4.000000,0.000061,0.000595,6.929463
decided shoes,5.000000,0.000077,0.000727,1.310756
decided order,5.000000,0.000077,0.000727,4.344735
decided pair,3.000000,0.000046,0.000459,2.148979
decided purchase,3.000000,0.000046,0.000459,4.049373
