Number of pairs,65209.000000
Number of unique pairs,8257
Average pair frequency,7.897420
Pair entropy,8.403745

Pair,Frequency,Proportion,Entropy Term,Mutual Information
like cushion,4.000000,0.000061,0.000595,1.768730
like shes,3.000000,0.000046,0.000459,1.866104
like sneakers,13.000000,0.000199,0.001699,2.174989
like quality,4.000000,0.000061,0.000595,0.597238
like womens,3.000000,0.000046,0.000459,2.688463
like marshmallows,3.000000,0.000046,0.000459,4.669465
like needed,3.000000,0.000046,0.000459,1.085946
like send,3.000000,0.000046,0.000459,1.881372
like wont,3.000000,0.000046,0.000459,1.686311
like width,4.000000,0.000061,0.000595,1.624942
like insert,3.000000,0.000046,0.000459,2.184558
like ones,3.000000,0.000046,0.000459,1.227445
like try,4.000000,0.000061,0.000595,1.483629
like run,5.000000,0.000077,0.000727,0.900158
like break,3.000000,0.000046,0.000459,1.259968
like gray,3.000000,0.000046,0.000459,3.657864
like foam,12.000000,0.000184,0.001583,1.499254
like memory,13.000000,0.000199,0.001699,1.667024
like money,3.000000,0.000046,0.000459,1.293585
like picture,3.000000,0.000046,0.000459,2.249097
like wedge,3.000000,0.000046,0.000459,2.392197
like leather,3.000000,0.000046,0.000459,1.450589
like completely,3.000000,0.000046,0.000459,2.143736
like non,3.000000,0.000046,0.000459,1.624942
like design,4.000000,0.000061,0.000595,1.936722
like pillows,15.000000,0.000230,0.001927,4.831984
like pants,3.000000,0.000046,0.000459,2.836883
like socks,3.000000,0.000046,0.000459,1.188225
like flats,4.000000,0.000061,0.000595,3.570852
like glove,14.000000,0.000215,0.001813,4.888154
like natural,3.000000,0.000046,0.000459,4.109849
like old,7.000000,0.000107,0.000981,0.737639
like cloud,17.000000,0.000261,0.002151,4.899988
like previous,5.000000,0.000077,0.000727,2.805385
like clouds,24.000000,0.000368,0.002910,4.734003
like plastic,3.000000,0.000046,0.000459,2.500411
like velcro,5.000000,0.000077,0.000727,2.023290
like pillow,3.000000,0.000046,0.000459,4.446321
like pink,3.000000,0.000046,0.000459,1.995316
like crazy,7.000000,0.000107,0.000981,3.725003
like general,3.000000,0.000046,0.000459,3.222546
like concrete,4.000000,0.000061,0.000595,2.109335
like fly,3.000000,0.000046,0.000459,4.669465
like tennis,4.000000,0.000061,0.000595,2.559251
like sneaker,6.000000,0.000092,0.000855,2.294559
like boots,6.000000,0.000092,0.000855,1.096417
like heavy,5.000000,0.000077,0.000727,1.589851
like lighter,3.000000,0.000046,0.000459,2.877705
like laces,3.000000,0.000046,0.000459,1.310827
like steel,7.000000,0.000107,0.000981,1.785063
like lace,3.000000,0.000046,0.000459,2.590023
like clown,4.000000,0.000061,0.000595,4.957147
like wasted,3.000000,0.000046,0.000459,3.753174
like clog,4.000000,0.000061,0.000595,3.570852
like lights,4.000000,0.000061,0.000595,1.112332
sturdy shoe,8.000000,0.000123,0.001105,2.133600
sturdy shoes,7.000000,0.000107,0.000981,1.057029
sturdy comfortable,6.000000,0.000092,0.000855,1.478738
walk shoe,5.000000,0.000077,0.000727,0.560976
walk wear,4.000000,0.000061,0.000595,0.573024
walk lot,6.000000,0.000092,0.000855,2.879289
walk shoes,18.000000,0.000276,0.002262,0.898871
walk comfortable,8.000000,0.000123,0.001105,0.663799
walk feet,4.000000,0.000061,0.000595,0.550551
walk work,8.000000,0.000123,0.001105,1.266860
walk day,44.000000,0.000675,0.004926,3.258602
walk long,8.000000,0.000123,0.001105,2.601448
walk distances,5.000000,0.000077,0.000727,5.186493
walk think,4.000000,0.000061,0.000595,2.535601
walk hours,3.000000,0.000046,0.000459,1.751909
walk foot,3.000000,0.000046,0.000459,1.206466
walk short,3.000000,0.000046,0.000459,3.261974
walk far,3.000000,0.000046,0.000459,2.167877
walk miles,13.000000,0.000199,0.001699,5.318804
walk hard,4.000000,0.000061,0.000595,2.332261
walk comfortably,3.000000,0.000046,0.000459,3.361347
walk stand,3.000000,0.000046,0.000459,3.209331
walk run,3.000000,0.000046,0.000459,1.899613
walk wet,3.000000,0.000046,0.000459,3.275580
walk concrete,5.000000,0.000077,0.000727,3.842759
walk floors,4.000000,0.000061,0.000595,3.619615
walk shift,3.000000,0.000046,0.000459,3.391652
long love,4.000000,0.000061,0.000595,0.023658
long great,3.000000,0.000046,0.000459,-0.354573
long time,61.000000,0.000935,0.006524,3.842606
long wear,8.000000,0.000123,0.001105,0.842212
long shoes,9.000000,0.000138,0.001227,-0.218236
long comfortable,11.000000,0.000169,0.001465,0.558293
long feet,21.000000,0.000322,0.002589,1.784820
long work,11.000000,0.000169,0.001465,1.161354
long day,12.000000,0.000184,0.001583,1.535359
long comfort,5.000000,0.000077,0.000727,2.155737
long sandals,3.000000,0.000046,0.000459,1.521679
long wearing,3.000000,0.000046,0.000459,0.947674
long skechers,3.000000,0.000046,0.000459,0.652875
long toes,5.000000,0.000077,0.000727,1.932594
long feel,3.000000,0.000046,0.000459,1.094708
long like,4.000000,0.000061,0.000595,0.398021
long distances,8.000000,0.000123,0.001105,5.232537
long hours,22.000000,0.000337,0.002697,3.320379
long foot,4.000000,0.000061,0.000595,1.070188
long know,3.000000,0.000046,0.000459,2.092224
long problem,3.000000,0.000046,0.000459,2.085834
long make,3.000000,0.000046,0.000459,1.874222
long way,6.000000,0.000092,0.000855,2.428055
long days,5.000000,0.000077,0.000727,2.334785
long hold,7.000000,0.000107,0.000981,3.153096
long periods,20.000000,0.000307,0.002481,5.820324
long standing,4.000000,0.000061,0.000595,3.181267
long school,3.000000,0.000046,0.000459,1.869080
long period,5.000000,0.000077,0.000727,4.187169
long working,3.000000,0.000046,0.000459,2.151647
long walks,6.000000,0.000092,0.000855,4.401240
long shifts,6.000000,0.000092,0.000855,4.171665
long restaurant,3.000000,0.000046,0.000459,2.735360
long shift,4.000000,0.000061,0.000595,3.255374
long lasting,3.000000,0.000046,0.000459,4.839495
wish shoes,13.000000,0.000199,0.001699,1.071029
wish comfortable,5.000000,0.000077,0.000727,0.691376
wish skechers,6.000000,0.000092,0.000855,2.267562
wish better,5.000000,0.000077,0.000727,2.936091
wish size,8.000000,0.000123,0.001105,1.750751
wish arch,5.000000,0.000077,0.000727,2.790620
wish half,8.000000,0.000123,0.001105,3.641772
wish pair,4.000000,0.000061,0.000595,1.241422
wish little,8.000000,0.000123,0.001105,2.362340
wish like,4.000000,0.000061,0.000595,1.319561
wish didnt,3.000000,0.000046,0.000459,2.495275
wish id,3.000000,0.000046,0.000459,3.786954
wish colors,8.000000,0.000123,0.001105,3.766334
wish sizes,7.000000,0.000107,0.000981,4.074636
wish fit,7.000000,0.000107,0.000981,1.628156
wish make,4.000000,0.000061,0.000595,3.083444
wish ordered,4.000000,0.000061,0.000595,2.264527
wish color,4.000000,0.000061,0.000595,2.930767
wish came,9.000000,0.000138,0.001227,4.256957
wish white,3.000000,0.000046,0.000459,3.541831
wish come,3.000000,0.000046,0.000459,3.345121
wish wider,5.000000,0.000077,0.000727,4.400058
soles shoe,3.000000,0.000046,0.000459,0.581179
soles wear,3.000000,0.000046,0.000459,0.816371
soles shoes,6.000000,0.000092,0.000855,0.331287
soles comfortable,4.000000,0.000061,0.000595,0.501680
soles work,3.000000,0.000046,0.000459,0.817059
soles really,4.000000,0.000061,0.000595,1.923282
soles little,3.000000,0.000046,0.000459,1.414959
soles feel,4.000000,0.000061,0.000595,2.337378
soles like,4.000000,0.000061,0.000595,1.353009
soles rubber,3.000000,0.000046,0.000459,3.953933
soles fit,3.000000,0.000046,0.000459,0.814307
soles pretty,4.000000,0.000061,0.000595,2.925164
soles make,3.000000,0.000046,0.000459,2.829210
soles hard,5.000000,0.000077,0.000727,3.086432
soles slip,4.000000,0.000061,0.000595,2.635357
soles apart,4.000000,0.000061,0.000595,3.380803
provided arch,3.000000,0.000046,0.000459,4.470462
provided good,3.000000,0.000046,0.000459,2.999402
balls feet,7.000000,0.000107,0.000981,4.434404
said shoe,4.000000,0.000061,0.000595,0.735329
said great,4.000000,0.000061,0.000595,0.754566
said wear,4.000000,0.000061,0.000595,0.970521
said walking,8.000000,0.000123,0.001105,2.965480
said felt,3.000000,0.000046,0.000459,3.272188
said shoes,9.000000,0.000138,0.001227,0.603220
said comfortable,40.000000,0.000613,0.004537,2.670734
said sandals,3.000000,0.000046,0.000459,2.343135
said super,3.000000,0.000046,0.000459,2.249804
said theyre,6.000000,0.000092,0.000855,3.159515
said really,9.000000,0.000138,0.001227,2.600680
said size,4.000000,0.000061,0.000595,0.957521
said little,3.000000,0.000046,0.000459,1.281428
said feel,7.000000,0.000107,0.000981,2.763462
said like,19.000000,0.000291,0.002372,2.777622
said didnt,3.000000,0.000046,0.000459,2.395192
said did,3.000000,0.000046,0.000459,2.410577
said fit,10.000000,0.000153,0.001347,1.884748
said good,4.000000,0.000061,0.000595,0.996334
said light,4.000000,0.000061,0.000595,2.144196
said try,3.000000,0.000046,0.000459,3.103724
said run,6.000000,0.000092,0.000855,2.990257
upper sole,3.000000,0.000046,0.000459,4.300280
complained feet,5.000000,0.000077,0.000727,3.204113
complained hurt,3.000000,0.000046,0.000459,4.738962
sole shoe,16.000000,0.000245,0.002040,1.677243
sole great,6.000000,0.000092,0.000855,0.715651
sole shoes,8.000000,0.000123,0.001105,0.041057
sole comfortable,9.000000,0.000138,0.001227,0.734699
sole feet,3.000000,0.000046,0.000459,0.215986
sole comfort,3.000000,0.000046,0.000459,2.021988
sole started,5.000000,0.000077,0.000727,3.193700
sole really,5.000000,0.000077,0.000727,1.568513
sole right,3.000000,0.000046,0.000459,1.815373
sole support,3.000000,0.000046,0.000459,1.310566
sole like,3.000000,0.000046,0.000459,0.487415
sole inside,3.000000,0.000046,0.000459,2.706971
sole didnt,3.000000,0.000046,0.000459,1.950811
sole isnt,3.000000,0.000046,0.000459,3.607133
sole worn,3.000000,0.000046,0.000459,1.693156
sole soft,10.000000,0.000153,0.001347,3.781486
sole months,3.000000,0.000046,0.000459,1.772953
sole foot,5.000000,0.000077,0.000727,1.670408
sole pretty,4.000000,0.000061,0.000595,2.347252
sole make,4.000000,0.000061,0.000595,2.538980
sole came,3.000000,0.000046,0.000459,2.613881
sole falling,3.000000,0.000046,0.000459,3.392021
sole good,4.000000,0.000061,0.000595,0.551953
sole hard,8.000000,0.000123,0.001105,2.978524
sole cushion,3.000000,0.000046,0.000459,2.944445
sole away,3.000000,0.000046,0.000459,3.162447
sole works,4.000000,0.000061,0.000595,3.558343
sole inserts,4.000000,0.000061,0.000595,3.450129
sole peeling,3.000000,0.000046,0.000459,4.628784
product love,7.000000,0.000107,0.000981,1.210575
product great,14.000000,0.000215,0.001813,1.813173
product shoes,7.000000,0.000107,0.000981,0.157750
product comfortable,6.000000,0.000092,0.000855,0.579458
product recommend,3.000000,0.000046,0.000459,2.089208
product super,3.000000,0.000046,0.000459,2.055647
product skechers,3.000000,0.000046,0.000459,1.280175
product expected,3.000000,0.000046,0.000459,1.958239
product price,16.000000,0.000245,0.002040,3.297027
product looking,3.000000,0.000046,0.000459,2.318342
product fit,3.000000,0.000046,0.000459,0.486619
product daughter,5.000000,0.000077,0.000727,1.436456
product loves,3.000000,0.000046,0.000459,0.683479
product hold,3.000000,0.000046,0.000459,2.933098
product good,10.000000,0.000153,0.001347,1.718468
product service,3.000000,0.000046,0.000459,3.857357
product seller,4.000000,0.000061,0.000595,4.591326
product fast,3.000000,0.000046,0.000459,2.981889
product quality,3.000000,0.000046,0.000459,2.023177
product shipping,5.000000,0.000077,0.000727,3.849389
buying shoe,4.000000,0.000061,0.000595,0.917651
buying shoes,16.000000,0.000245,0.002040,1.360906
buying work,7.000000,0.000107,0.000981,1.713147
buying skechers,5.000000,0.000077,0.000727,2.167479
buying size,4.000000,0.000061,0.000595,1.139842
buying pair,21.000000,0.000322,0.002589,2.981889
buying colors,5.000000,0.000077,0.000727,3.378569
buying amazon,3.000000,0.000046,0.000459,3.083263
buying black,3.000000,0.000046,0.000459,3.155425
buying years,4.000000,0.000061,0.000595,3.062902
swollen feet,4.000000,0.000061,0.000595,3.992571
wrong shoes,6.000000,0.000092,0.000855,1.031260
wrong skechers,7.000000,0.000107,0.000981,3.155134
wrong size,19.000000,0.000291,0.002372,3.349170
wrong spot,3.000000,0.000046,0.000459,6.232092
rubber shoe,4.000000,0.000061,0.000595,1.716159
rubber soles,7.000000,0.000107,0.000981,4.801231
rubber sole,9.000000,0.000138,0.001227,4.474633
rubber foot,3.000000,0.000046,0.000459,2.584792
rubber heel,3.000000,0.000046,0.000459,3.463727
inside shoe,18.000000,0.000276,0.002262,2.551186
inside shoes,10.000000,0.000153,0.001347,1.020360
inside comfortable,5.000000,0.000077,0.000727,0.903072
inside day,3.000000,0.000046,0.000459,1.282301
inside toe,3.000000,0.000046,0.000459,2.118337
inside soft,4.000000,0.000061,0.000595,3.621356
inside heel,4.000000,0.000061,0.000595,3.082359
didnt time,4.000000,0.000061,0.000595,1.495103
didnt wear,7.000000,0.000107,0.000981,1.085756
didnt shoes,7.000000,0.000107,0.000981,-0.092475
didnt look,3.000000,0.000046,0.000459,1.229440
didnt feet,5.000000,0.000077,0.000727,0.726811
didnt work,15.000000,0.000230,0.001927,1.848585
didnt size,8.000000,0.000123,0.001105,1.206287
didnt right,5.000000,0.000077,0.000727,2.326199
didnt arch,5.000000,0.000077,0.000727,2.246156
didnt support,3.000000,0.000046,0.000459,1.310566
didnt hurt,3.000000,0.000046,0.000459,2.261660
didnt straps,3.000000,0.000046,0.000459,2.535549
didnt need,6.000000,0.000092,0.000855,2.671039
didnt little,4.000000,0.000061,0.000595,1.124729
didnt feel,5.000000,0.000077,0.000727,1.982609
didnt like,10.000000,0.000153,0.001347,1.691387
didnt long,6.000000,0.000092,0.000855,2.266882
didnt think,5.000000,0.000077,0.000727,2.711861
didnt stars,3.000000,0.000046,0.000459,2.954808
didnt foot,3.000000,0.000046,0.000459,1.159582
didnt know,9.000000,0.000138,0.001227,3.567912
didnt expect,11.000000,0.000169,0.001465,4.775388
didnt sizes,3.000000,0.000046,0.000459,2.682874
didnt fit,21.000000,0.000322,0.002589,2.182305
didnt amazon,3.000000,0.000046,0.000459,2.456561
didnt make,4.000000,0.000061,0.000595,2.538980
didnt want,14.000000,0.000215,0.001813,4.332213
didnt way,4.000000,0.000061,0.000595,2.399666
didnt hold,7.000000,0.000107,0.000981,3.530172
didnt light,10.000000,0.000153,0.001347,2.616106
didnt return,6.000000,0.000092,0.000855,2.869969
didnt break,8.000000,0.000123,0.001105,3.704195
didnt foam,3.000000,0.000046,0.000459,1.576356
didnt memory,4.000000,0.000061,0.000595,1.951766
didnt come,4.000000,0.000061,0.000595,3.088339
didnt realize,5.000000,0.000077,0.000727,5.465032
didnt notice,3.000000,0.000046,0.000459,4.428113
didnt help,5.000000,0.000077,0.000727,3.810474
didnt complain,4.000000,0.000061,0.000595,4.862399
think shoe,11.000000,0.000169,0.001465,1.552774
think great,8.000000,0.000123,0.001105,1.253557
think time,3.000000,0.000046,0.000459,1.457645
think shoes,12.000000,0.000184,0.001583,0.696746
think comfortable,14.000000,0.000215,0.001813,1.426756
think feet,5.000000,0.000077,0.000727,0.977036
think work,4.000000,0.000061,0.000595,0.777054
think better,3.000000,0.000046,0.000459,2.131026
think really,3.000000,0.000046,0.000459,1.307912
think size,7.000000,0.000107,0.000981,1.322980
think arch,4.000000,0.000061,0.000595,2.273237
think pair,3.000000,0.000046,0.000459,0.659501
think fine,3.000000,0.000046,0.000459,2.820620
think perfect,3.000000,0.000046,0.000459,1.472271
think need,8.000000,0.000123,0.001105,3.208946
think little,4.000000,0.000061,0.000595,1.374954
think feel,3.000000,0.000046,0.000459,1.722008
think long,6.000000,0.000092,0.000855,2.517107
think worn,3.000000,0.000046,0.000459,1.943380
think fit,3.000000,0.000046,0.000459,0.486619
think prefer,3.000000,0.000046,0.000459,4.511284
think wide,3.000000,0.000046,0.000459,1.694034
think good,10.000000,0.000153,0.001347,1.718468
think return,3.000000,0.000046,0.000459,2.427046
think needs,3.000000,0.000046,0.000459,3.877560
think makes,3.000000,0.000046,0.000459,3.007206
think run,4.000000,0.000061,0.000595,2.390636
think foam,3.000000,0.000046,0.000459,1.826581
think memory,3.000000,0.000046,0.000459,1.914308
think design,4.000000,0.000061,0.000595,3.650343
think theyll,4.000000,0.000061,0.000595,5.061330
id shoes,5.000000,0.000077,0.000727,0.862732
id recommend,5.000000,0.000077,0.000727,3.641487
id definitely,4.000000,0.000061,0.000595,3.830658
id like,9.000000,0.000138,0.001227,2.877705
id say,5.000000,0.000077,0.000727,4.358815
ive shoe,4.000000,0.000061,0.000595,-0.001493
ive time,3.000000,0.000046,0.000459,0.914979
ive bought,20.000000,0.000307,0.002481,2.450536
ive wear,3.000000,0.000046,0.000459,-0.053983
ive shoes,17.000000,0.000261,0.002151,0.502387
ive comfortable,5.000000,0.000077,0.000727,-0.145530
ive feet,6.000000,0.000092,0.000855,0.616691
ive work,9.000000,0.000138,0.001227,1.045318
ive wearing,31.000000,0.000475,0.003637,3.367684
ive skechers,22.000000,0.000337,0.002697,2.729939
ive tried,7.000000,0.000107,0.000981,3.050131
ive pair,10.000000,0.000153,0.001347,1.320807
ive pairs,8.000000,0.000123,0.001105,3.042757
ive long,3.000000,0.000046,0.000459,1.281293
ive buying,3.000000,0.000046,0.000459,2.285072
ive worn,44.000000,0.000675,0.004926,4.086291
ive hours,5.000000,0.000077,0.000727,1.923409
ive gotten,4.000000,0.000061,0.000595,3.800824
ive months,6.000000,0.000092,0.000855,2.173658
ive foot,6.000000,0.000092,0.000855,1.560287
ive looking,5.000000,0.000077,0.000727,2.286501
ive past,3.000000,0.000046,0.000459,3.083579
ive weeks,6.000000,0.000092,0.000855,2.882909
ive far,4.000000,0.000061,0.000595,2.116233
ive year,6.000000,0.000092,0.000855,1.824037
ive ordered,8.000000,0.000123,0.001105,2.120769
ive week,6.000000,0.000092,0.000855,2.772367
ive purchased,22.000000,0.000337,0.002697,3.759559
ive month,5.000000,0.000077,0.000727,2.788780
ive used,3.000000,0.000046,0.000459,2.256901
ive surgery,4.000000,0.000061,0.000595,4.469874
ive years,17.000000,0.000261,0.002151,3.590677
ive slip,3.000000,0.000046,0.000459,1.477321
ive problems,4.000000,0.000061,0.000595,3.071745
ive owned,24.000000,0.000368,0.002910,5.163021
ive ordering,3.000000,0.000046,0.000459,3.115840
ive come,3.000000,0.000046,0.000459,2.508215
ive slipped,3.000000,0.000046,0.000459,3.825517
ive seen,15.000000,0.000230,0.001927,5.578055
figured fit,3.000000,0.000046,0.000459,3.032150
slipping falling,3.000000,0.000046,0.000459,5.322780
slipping sliding,3.000000,0.000046,0.000459,6.405392
regular shoe,9.000000,0.000138,0.001227,2.609780
regular shoes,6.000000,0.000092,0.000855,1.261276
regular flip,5.000000,0.000077,0.000727,4.662686
regular flops,4.000000,0.000061,0.000595,4.699619
regular size,17.000000,0.000261,0.002151,3.467961
regular fit,3.000000,0.000046,0.000459,1.744296
regular width,3.000000,0.000046,0.000459,4.308558
isnt shoe,3.000000,0.000046,0.000459,1.659588
isnt pair,3.000000,0.000046,0.000459,2.065598
isnt good,4.000000,0.000061,0.000595,2.208275
deal great,4.000000,0.000061,0.000595,1.800992
worn shoe,3.000000,0.000046,0.000459,-0.254389
worn love,3.000000,0.000046,0.000459,-0.144603
worn great,3.000000,0.000046,0.000459,-0.235152
worn time,12.000000,0.000184,0.001583,2.336060
worn wear,5.000000,0.000077,0.000727,0.491629
worn shoes,20.000000,0.000307,0.002481,0.699692
worn comfortable,5.000000,0.000077,0.000727,-0.110744
worn work,14.000000,0.000215,0.001813,1.521937
worn day,26.000000,0.000399,0.003121,2.427969
worn wearing,3.000000,0.000046,0.000459,1.067095
worn skechers,10.000000,0.000153,0.001347,1.976268
worn pair,3.000000,0.000046,0.000459,0.151621
worn little,4.000000,0.000061,0.000595,0.867074
worn like,4.000000,0.000061,0.000595,0.517441
worn long,7.000000,0.000107,0.000981,2.163377
worn didnt,3.000000,0.000046,0.000459,1.693156
worn hours,9.000000,0.000138,0.001227,2.545982
worn different,4.000000,0.000061,0.000595,2.312740
worn months,7.000000,0.000107,0.000981,2.362595
worn maybe,3.000000,0.000046,0.000459,2.944012
worn fit,3.000000,0.000046,0.000459,-0.021261
worn past,3.000000,0.000046,0.000459,3.118365
worn weeks,13.000000,0.000199,0.001699,3.690885
worn far,4.000000,0.000061,0.000595,2.151020
worn times,12.000000,0.000184,0.001583,4.062827
worn days,11.000000,0.000169,0.001465,3.242663
worn longer,3.000000,0.000046,0.000459,2.666380
worn couple,7.000000,0.000107,0.000981,3.329675
worn wide,3.000000,0.000046,0.000459,1.186154
worn everyday,4.000000,0.000061,0.000595,3.130342
worn brand,3.000000,0.000046,0.000459,2.096714
worn good,3.000000,0.000046,0.000459,0.006615
worn month,5.000000,0.000077,0.000727,2.823566
worn use,3.000000,0.000046,0.000459,1.867873
worn years,13.000000,0.000199,0.001699,3.357199
worn comfortably,3.000000,0.000046,0.000459,3.056808
worn casual,3.000000,0.000046,0.000459,2.998820
worn school,5.000000,0.000077,0.000727,2.499326
worn daily,3.000000,0.000046,0.000459,2.892052
worn jeans,3.000000,0.000046,0.000459,3.894204
worn variety,3.000000,0.000046,0.000459,5.182059
worn heavy,3.000000,0.000046,0.000459,2.284766
worn approximately,3.000000,0.000046,0.000459,5.875206
hours great,3.000000,0.000046,0.000459,-0.223283
hours time,18.000000,0.000276,0.002262,2.753394
hours wore,3.000000,0.000046,0.000459,1.617378
hours wear,7.000000,0.000107,0.000981,0.839970
hours walking,9.000000,0.000138,0.001227,2.393096
hours shoes,16.000000,0.000245,0.002040,0.488418
hours comfortable,7.000000,0.000107,0.000981,0.237598
hours feet,38.000000,0.000583,0.004340,2.509174
hours work,14.000000,0.000215,0.001813,1.533807
hours day,77.000000,0.001181,0.007961,3.525548
hours wearing,4.000000,0.000061,0.000595,1.366646
hours issues,3.000000,0.000046,0.000459,3.130235
hours pain,7.000000,0.000107,0.000981,3.116721
hours hurt,7.000000,0.000107,0.000981,2.863172
hours need,3.000000,0.000046,0.000459,1.732106
hours little,3.000000,0.000046,0.000459,0.591261
hours feel,3.000000,0.000046,0.000459,1.225998
hours like,4.000000,0.000061,0.000595,0.529311
hours walk,4.000000,0.000061,0.000595,2.039591
hours discomfort,3.000000,0.000046,0.000459,3.609808
hours foot,3.000000,0.000046,0.000459,0.913796
hours weeks,3.000000,0.000046,0.000459,2.236417
hours days,8.000000,0.000123,0.001105,2.936079
hours week,12.000000,0.000184,0.001583,3.512170
hours everyday,3.000000,0.000046,0.000459,2.854529
hours hard,4.000000,0.000061,0.000595,2.039591
hours standing,7.000000,0.000107,0.000981,3.872172
hours daily,3.000000,0.000046,0.000459,2.903922
hours working,3.000000,0.000046,0.000459,2.282937
hours straight,4.000000,0.000061,0.000595,4.788463
hours concrete,5.000000,0.000077,0.000727,3.550089
hours legs,4.000000,0.000061,0.000595,3.823382
hours restaurant,5.000000,0.000077,0.000727,3.377476
hours shift,5.000000,0.000077,0.000727,3.609808
hours server,3.000000,0.000046,0.000459,4.500781
discomfort day,3.000000,0.000046,0.000459,2.430924
soft shoe,3.000000,0.000046,0.000459,0.629969
soft great,3.000000,0.000046,0.000459,0.649205
soft wear,3.000000,0.000046,0.000459,0.865161
soft shoes,3.000000,0.000046,0.000459,-0.313070
soft comfortable,18.000000,0.000276,0.002262,2.054548
soft feet,6.000000,0.000092,0.000855,1.535835
soft comfy,5.000000,0.000077,0.000727,2.737790
soft support,6.000000,0.000092,0.000855,2.630415
soft straps,5.000000,0.000077,0.000727,3.673077
soft soles,3.000000,0.000046,0.000459,3.155425
soft sole,6.000000,0.000092,0.000855,3.270661
soft inside,5.000000,0.000077,0.000727,3.844499
soft rub,3.000000,0.000046,0.000459,4.482296
soft fit,4.000000,0.000061,0.000595,1.150779
soft material,3.000000,0.000046,0.000459,3.436328
soft hard,3.000000,0.000046,0.000459,2.624397
soft squishy,3.000000,0.000046,0.000459,5.437808
soft foam,4.000000,0.000061,0.000595,2.490741
cushy sole,5.000000,0.000077,0.000727,4.985459
gotten compliments,5.000000,0.000077,0.000727,5.790409
gotten size,5.000000,0.000077,0.000727,2.591056
gotten pair,3.000000,0.000046,0.000459,2.264049
different shoe,12.000000,0.000184,0.001583,1.721464
different love,3.000000,0.000046,0.000459,0.444955
different shoes,16.000000,0.000245,0.002040,1.066106
different work,3.000000,0.000046,0.000459,0.571050
different style,9.000000,0.000138,0.001227,3.574392
different skechers,7.000000,0.000107,0.000981,2.209151
different size,5.000000,0.000077,0.000727,1.068186
different pair,12.000000,0.000184,0.001583,2.127473
different pairs,3.000000,0.000046,0.000459,2.686272
different like,3.000000,0.000046,0.000459,0.819317
different colors,24.000000,0.000368,0.002910,4.652385
different sizes,9.000000,0.000138,0.001227,4.113389
different fit,3.000000,0.000046,0.000459,0.568297
different styles,6.000000,0.000092,0.000855,5.047698
different color,18.000000,0.000276,0.002262,4.222283
different brand,10.000000,0.000153,0.001347,3.890245
different types,4.000000,0.000061,0.000595,5.740845
different skecher,3.000000,0.000046,0.000459,4.385322
different insole,3.000000,0.000046,0.000459,3.106126
different outfits,3.000000,0.000046,0.000459,4.855326
different previous,3.000000,0.000046,0.000459,4.089858
different brands,4.000000,0.000061,0.000595,4.475179
colors shoe,5.000000,0.000077,0.000727,0.804322
colors love,5.000000,0.000077,0.000727,0.914108
colors great,6.000000,0.000092,0.000855,1.005880
colors shoes,3.000000,0.000046,0.000459,-0.649543
colors comfortable,7.000000,0.000107,0.000981,0.773614
colors skechers,3.000000,0.000046,0.000459,1.320181
colors size,5.000000,0.000077,0.000727,1.026514
colors perfect,3.000000,0.000046,0.000459,1.512276
colors like,5.000000,0.000077,0.000727,1.288470
colors styles,3.000000,0.000046,0.000459,4.312878
colors available,4.000000,0.000061,0.000595,4.335868
colors red,4.000000,0.000061,0.000595,4.433506
colors vibrant,4.000000,0.000061,0.000595,5.458010
colors match,5.000000,0.000077,0.000727,5.024374
colors bright,6.000000,0.000092,0.000855,4.391659
months shoe,5.000000,0.000077,0.000727,0.336234
months great,4.000000,0.000061,0.000595,0.132327
months bought,3.000000,0.000046,0.000459,0.667999
months wear,12.000000,0.000184,0.001583,1.446894
months shoes,10.000000,0.000153,0.001347,0.086342
months look,4.000000,0.000061,0.000595,1.339264
months feet,5.000000,0.000077,0.000727,0.548953
months work,5.000000,0.000077,0.000727,0.572114
months day,5.000000,0.000077,0.000727,0.859108
months started,4.000000,0.000061,0.000595,2.792697
months wearing,12.000000,0.000184,0.001583,2.533186
months theyre,3.000000,0.000046,0.000459,1.844129
months pair,5.000000,0.000077,0.000727,0.742243
months stretched,3.000000,0.000046,0.000459,3.814937
months need,4.000000,0.000061,0.000595,2.087716
months little,3.000000,0.000046,0.000459,0.659189
months feel,3.000000,0.000046,0.000459,1.293925
months worn,8.000000,0.000123,0.001105,2.496126
months going,3.000000,0.000046,0.000459,2.421316
months pretty,3.000000,0.000046,0.000459,1.881712
months days,6.000000,0.000092,0.000855,2.716324
months falling,8.000000,0.000123,0.001105,4.194992
months week,3.000000,0.000046,0.000459,2.193803
months everyday,4.000000,0.000061,0.000595,3.210139
months good,6.000000,0.000092,0.000855,0.779559
months use,13.000000,0.000199,0.001699,3.414007
months used,3.000000,0.000046,0.000459,2.371484
months ago,13.000000,0.000199,0.001699,4.713290
months daily,3.000000,0.000046,0.000459,2.971849
months heal,3.000000,0.000046,0.000459,3.785949
months working,4.000000,0.000061,0.000595,2.638547
months later,7.000000,0.000107,0.000981,4.577677
months replace,3.000000,0.000046,0.000459,3.246953
months holding,6.000000,0.000092,0.000855,3.923570
months apart,5.000000,0.000077,0.000727,2.848176
months seam,3.000000,0.000046,0.000459,4.856390
loved shoe,5.000000,0.000077,0.000727,0.345865
loved great,4.000000,0.000061,0.000595,0.141958
